codigo,nombre,capitulo,escala,frecuencia
F034.ETEM.STO.INE.HIST17.0.M,Estancia media (noches),Indicadores Sectoriales,nacional,M
F034.ETTOH.TAS.INE.HIST17.0.M,Habitaciones,Indicadores Sectoriales,nacional,M
F034.ETOP.TAS.INE.HIST17.0.M,Plazas,Indicadores Sectoriales,nacional,M
F034.ETADR.STO.INE.HIST17.0.M,Precio promedio por habitación ocupada (ADR),Indicadores Sectoriales,nacional,M
F034.ETRP.STO.INE.HIST17.0.M,Rendimiento del ingreso por alojamiento (RevPar),Indicadores Sectoriales,nacional,M
F039.S1.STO.N.CLP.2008.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S1.STO.N.CLP.2008.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S1.STO.N.CLP.2008.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S1.STO.N.CLP.2008.Z.00.0.A,Stock de capital bruto,Indicadores Sectoriales,nacional,A
F039.S1.STO.R.CLP.2008.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S1.STO.R.CLP.2008.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S1.STO.R.CLP.2008.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S1.STO.R.CLP.2008.Z.00.0.A,Stock de capital bruto,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.Z.00.0.A,Stock de capital neto,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.01.Z.0.A,"Agropecuario, silvícola y pesca",Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.03.Z.0.A,Minería,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.04.Z.0.A,Industria manufacturera,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.05.Z.0.A,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.06.Z.0.A,Construcción,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.07.Z.0.A,"Comercio, restaurantes y hoteles",Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.08.Z.0.A,Transporte y comunicaciones,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.21.Z.0.A,Servicios financieros y empresariales,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.10.Z.0.A,Servicios de vivienda,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.11.Z.0.A,"Servicios comunales, sociales y personales",Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2008.00.Z.0.A,Stock de capital neto,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.Z.00.0.A,Stock de capital neto,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.01.Z.0.A,"Agropecuario, silvícola y pesca",Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.03.Z.0.A,Minería,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.04.Z.0.A,Industria manufacturera,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.05.Z.0.A,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.06.Z.0.A,Construcción,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.07.Z.0.A,"Comercio, restaurantes y hoteles",Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.08.Z.0.A,Transporte y comunicaciones,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.21.Z.0.A,Servicios financieros y empresariales,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.10.Z.0.A,Servicios de vivienda,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.11.Z.0.A,"Servicios comunales, sociales y personales",Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2008.00.Z.0.A,Stock de capital neto,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.Z.00.0.A,Consumo de capital fijo,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.01.Z.0.A,"Agropecuario, silvícola y pesca",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.03.Z.0.A,Minería,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.04.Z.0.A,Industria manufacturera,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.05.Z.0.A,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.06.Z.0.A,Construcción,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.07.Z.0.A,"Comercio, restaurantes y hoteles",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.08.Z.0.A,Transporte y comunicaciones,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.21.Z.0.A,Servicios financieros y empresariales,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.10.Z.0.A,Servicios de vivienda,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.11.Z.0.A,"Servicios comunales, sociales y personales",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2008.00.Z.0.A,Consumo de capital fijo,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.Z.00.0.A,Consumo de capital fijo,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.01.Z.0.A,"Agropecuario, silvícola y pesca",Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.03.Z.0.A,Minería,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.04.Z.0.A,Industria manufacturera,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.05.Z.0.A,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.06.Z.0.A,Construcción,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.07.Z.0.A,"Comercio, restaurantes y hoteles",Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.08.Z.0.A,Transporte y comunicaciones,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.21.Z.0.A,Servicios financieros y empresariales,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.10.Z.0.A,Servicios de vivienda,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.11.Z.0.A,"Servicios comunales, sociales y personales",Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2008.00.Z.0.A,Consumo de capital fijo,Indicadores Sectoriales,nacional,A
F039.S1.STO.N.CLP.2013.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S1.STO.N.CLP.2013.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S1.STO.N.CLP.2013.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S1.STO.N.CLP.2013.Z.00.0.A,Stock de capital bruto,Indicadores Sectoriales,nacional,A
F039.S1.STO.R.CLP.2013.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S1.STO.R.CLP.2013.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S1.STO.R.CLP.2013.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S1.STO.R.CLP.2013.Z.00.0.A,Stock de capital bruto,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.Z.00.0.A,Stock de capital neto,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.01.Z.0.A,"Agropecuario, silvícola y pesca",Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.03.Z.0.A,Minería,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.04.Z.0.A,Industria manufacturera,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.05.Z.0.A,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.06.Z.0.A,Construcción,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.07.Z.0.A,"Comercio, restaurantes y hoteles",Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.08.Z.0.A,Transporte y comunicaciones,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.21.Z.0.A,Servicios financieros y empresariales,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.10.Z.0.A,Servicios de vivienda,Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.11.Z.0.A,"Servicios comunales, sociales y personales",Indicadores Sectoriales,nacional,A
F039.S2.STO.N.CLP.2013.00.Z.0.A,Stock de capital neto,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.Z.00.0.A,Stock de capital neto,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.01.Z.0.A,"Agropecuario, silvícola y pesca",Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.03.Z.0.A,Minería,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.04.Z.0.A,Industria manufacturera,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.05.Z.0.A,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.06.Z.0.A,Construcción,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.07.Z.0.A,"Comercio, restaurantes y hoteles",Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.08.Z.0.A,Transporte y comunicaciones,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.21.Z.0.A,Servicios financieros y empresariales,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.10.Z.0.A,Servicios de vivienda,Indicadores Sectoriales,nacional,A
F039.S2.STO.R.CLP.2013.11.Z.0.A,"Servicios comunales, sociales y personales",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.Z.00.0.A,Consumo de capital fijo,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.01.Z.0.A,"Agropecuario, silvícola y pesca",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.03.Z.0.A,Minería,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.04.Z.0.A,Industria manufacturera,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.05.Z.0.A,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.06.Z.0.A,Construcción,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.07.Z.0.A,"Comercio, restaurantes y hoteles",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.08.Z.0.A,Transporte y comunicaciones,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.21.Z.0.A,Servicios financieros y empresariales,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.10.Z.0.A,Servicios de vivienda,Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.11.Z.0.A,"Servicios comunales, sociales y personales",Indicadores Sectoriales,nacional,A
F039.S3.STO.N.CLP.2013.00.Z.0.A,Consumo de capital fijo,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.Z.01.0.A,Edificación habitacional,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.Z.02.0.A,Resto de construcción,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.Z.03.0.A,Maquinarias y equipos,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.Z.00.0.A,Consumo de capital fijo,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.01.Z.0.A,"Agropecuario, silvícola y pesca",Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.03.Z.0.A,Minería,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.04.Z.0.A,Industria manufacturera,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.05.Z.0.A,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.06.Z.0.A,Construcción,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.07.Z.0.A,"Comercio, restaurantes y hoteles",Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.08.Z.0.A,Transporte y comunicaciones,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.21.Z.0.A,Servicios financieros y empresariales,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.10.Z.0.A,Servicios de vivienda,Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.11.Z.0.A,"Servicios comunales, sociales y personales",Indicadores Sectoriales,nacional,A
F039.S3.STO.R.CLP.2013.00.Z.0.A,Consumo de capital fijo,Indicadores Sectoriales,nacional,A
F034.IPV.FLU.BCCH.2002.0.T,IPV General,Indicadores Sectoriales,nacional,T
F034.IPVC.FLU.BCCH.2002.0.T,IPV Casas,Indicadores Sectoriales,nacional,T
F034.IPVD.FLU.BCCH.2002.0.T,IPV Departamentos,Indicadores Sectoriales,nacional,T
F034.IVPZ1.FLU.BCCH.2002.0.T,Zona Norte,Indicadores Sectoriales,macro-zona,T
F034.IPVZ2.FLU.BCCH.2002.0.T,Zona Centro,Indicadores Sectoriales,macro-zona,T
F034.IPVZ3.FLU.BCCH.2002.0.T,Zona Sur,Indicadores Sectoriales,macro-zona,T
F034.IPVZ4.FLU.BCCH.2002.0.T,Región Metropolitana,Indicadores Sectoriales,macro-zona,T
F034.IPVZ41.FLU.BCCH.2002.0.T,RM Centro,Indicadores Sectoriales,macro-zona,T
F034.IPVZ42.FLU.BCCH.2002.0.T,RM Oriente,Indicadores Sectoriales,macro-zona,T
F034.IPVZ42C.FLU.BCCH.2002.0.T,RM Oriente Casas,Indicadores Sectoriales,macro-zona,T
F034.IPVZ42D.FLU.BCCH.2002.0.T,RM Oriente Dptos.,Indicadores Sectoriales,macro-zona,T
F034.IPVZ43.FLU.BCCH.2002.0.T,RM Poniente,Indicadores Sectoriales,macro-zona,T
F034.IPVZ44.FLU.BCCH.2002.0.T,RM Sur,Indicadores Sectoriales,macro-zona,T
F034.IPV.INC.BCCH.2002.0.T,IPV General,Indicadores Sectoriales,nacional,T
F034.IPVC.INC.BCCH.2002.0.T,IPV Casas,Indicadores Sectoriales,nacional,T
F034.IPVD.INC.BCCH.2002.0.T,IPV Departamentos,Indicadores Sectoriales,nacional,T
F034.IVPZ1.INC.BCCH.2002.0.T,Zona Norte,Indicadores Sectoriales,macro-zona,T
F034.IPVZ2.INC.BCCH.2002.0.T,Zona Centro,Indicadores Sectoriales,macro-zona,T
F034.IPVZ3.INC.BCCH.2002.0.T,Zona Sur,Indicadores Sectoriales,macro-zona,T
F034.IPVZ4.INC.BCCH.2002.0.T,Región Metropolitana,Indicadores Sectoriales,macro-zona,T
F034.IPVZ41.INC.BCCH.2002.0.T,RM Centro,Indicadores Sectoriales,macro-zona,T
F034.IPVZ42.INC.BCCH.2002.0.T,RM Oriente,Indicadores Sectoriales,macro-zona,T
F034.IPVZ43.INC.BCCH.2002.0.T,RM Poniente,Indicadores Sectoriales,macro-zona,T
F034.IPVZ44.INC.BCCH.2002.0.T,RM Sur,Indicadores Sectoriales,macro-zona,T
G034.DCEM.FLU.CCHC.Z.0.M,"Despachos de cemento, toneladas, CCHC (año base 2014)",Indicadores Sectoriales,nacional,M
G034.DCEM.FLU.ICH.Z.0.M,"Despachos de cemento (toneladas), ICH",Indicadores Sectoriales,nacional,M
G034.DMAT.IND.CCHC.2008.0.M,"Despacho de materiales (base 2008=100), CCHC",Indicadores Sectoriales,nacional,M
G034.DMAT.IND.CCHC.1980.0.M,"Despacho de materiales (base 1980=100), CCHC",Indicadores Sectoriales,nacional,M
F034.PCC.IND.CCHC.2008.0.M,"IMACON (base 2008=100), CCHC",Indicadores Sectoriales,nacional,M
F034.PRN.IND.INE.2014.0.M,"Producción industrial, INE",Indicadores Sectoriales,nacional,M
F034.PRM.IND.INE.2014.0.M,Manufacturera,Indicadores Sectoriales,nacional,M
F034.PEGA.IND.INE.2014.0.M,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,M
F034.PMI.IND.INE.2014.0.M,Minera,Indicadores Sectoriales,nacional,M
F034.PMGRME.IND.INE.2014.0.M,Metálico,Indicadores Sectoriales,nacional,M
F034.PMGRNM.IND.INE.2014.0.M,No Metálico,Indicadores Sectoriales,nacional,M
F034.PMRE.IND.INE.2014.0.M,Recursos enegéticos,Indicadores Sectoriales,nacional,M
F034.PRN.IND.INE.2014.1.M,"Producción industrial INE, desestacionalizada",Indicadores Sectoriales,nacional,M
F034.PRN.IND.INE.2009.0.M,"Producción industrial, INE",Indicadores Sectoriales,nacional,M
F034.PRM.IND.INE.2009.0.M,Manufacturera,Indicadores Sectoriales,nacional,M
F034.PEGA.IND.INE.2009.0.M,"Electricidad, gas y agua",Indicadores Sectoriales,nacional,M
F034.PMI.IND.INE.2009.0.M,Minera,Indicadores Sectoriales,nacional,M
F034.PMGRME.IND.INE.2009.0.M,Metálico,Indicadores Sectoriales,nacional,M
F034.PMGRNM.IND.INE.2009.0.M,No Metálico,Indicadores Sectoriales,nacional,M
F034.PMRE.IND.INE.2009.0.M,Recursos enegéticos,Indicadores Sectoriales,nacional,M
F034.PMI.IND.INE.2003.0.M,"Producción Minera, INE",Indicadores Sectoriales,nacional,M
F034.PRN.IND.SOF.2003.0.M,"Producción Manufacturera, SOFOFA",Indicadores Sectoriales,nacional,M
F034.VTI.IND.SOF.2003.0.M,"Ventas Manufacturera, SOFOFA",Indicadores Sectoriales,nacional,M
F034.PRN.IND.INE.2002.0.M,"Producción manufacturera, INE",Indicadores Sectoriales,nacional,M
F034.PCH.IND.INE.2002.0.M,Bienes de consumo habitual,Indicadores Sectoriales,nacional,M
F034.PCD.IND.INE.2002.0.M,Bienes de consumo duraderos,Indicadores Sectoriales,nacional,M
F034.PCI.IND.INE.2002.0.M,Bienes de consumo intermedio,Indicadores Sectoriales,nacional,M
F034.PKA.IND.INE.2002.0.M,Bienes de capital,Indicadores Sectoriales,nacional,M
F034.VFI.IND.INE.2002.0.M,"Ventas manufacturera, INE",Indicadores Sectoriales,nacional,M
F034.VCH.IND.INE.2002.0.M,Bienes de consumo habitual,Indicadores Sectoriales,nacional,M
F034.VCD.IND.INE.2002.0.M,Bienes de consumo duraderos,Indicadores Sectoriales,nacional,M
F034.VCI.IND.INE.2002.0.M,Bienes de consumo intermedio,Indicadores Sectoriales,nacional,M
F034.VKA.IND.INE.2002.0.M,Bienes de capital,Indicadores Sectoriales,nacional,M
F034.PRN.IND.SOF.2000.0.M,"Producción Manufacturera, SOFOFA",Indicadores Sectoriales,nacional,M
F034.VTI.IND.SOF.2000.0.M,"Ventas Manufacturera, SOFOFA",Indicadores Sectoriales,nacional,M
G034.VCC.IND.CNC.2018.0.M,"Ventas comercio, CNC",Indicadores Sectoriales,nacional,M
F034.VCC.IND.INE.2014.0.M,"Actividad del comercio al por menor, INE",Indicadores Sectoriales,nacional,M
F034.VDU.IND.INE.2014.0.M,Durable,Indicadores Sectoriales,nacional,M
F034.VCCVAL.IND.INE.2014.0.M,Vehículos automotores livianos nuevos,Indicadores Sectoriales,nacional,M
F034.VCCVA.IND.INE.2014.0.M,Vehículos automotores usados,Indicadores Sectoriales,nacional,M
F034.VCCPE.IND.INE.2014.0.M,"Productos electrónicos, para el equipamiento del hogar y tecnológicos",Indicadores Sectoriales,nacional,M
F034.VND.IND.INE.2014.0.M,No Durable,Indicadores Sectoriales,nacional,M
F034.VCCRN.IND.INE.2014.0.M,"Repuestos, neumáticos y accesorios de vehículos automotores",Indicadores Sectoriales,nacional,M
F034.VCCCV.IND.INE.2014.0.M,Combustible,Indicadores Sectoriales,nacional,M
F034.VCCAB.IND.INE.2014.0.M,Alimentos,Indicadores Sectoriales,nacional,M
F034.VCCABT.IND.INE.2014.0.M,Bebidas y tabaco,Indicadores Sectoriales,nacional,M
F034.VCCFC.IND.INE.2014.0.M,"Farmacia, cosméticos y productos de higiene personal",Indicadores Sectoriales,nacional,M
F034.VCCVC.IND.INE.2014.0.M,"Vestuario, calzados y accesorios",Indicadores Sectoriales,nacional,M
F034.VCCMC.IND.INE.2014.0.M,"Materiales para la construcción, herramientas, ferretería y pintura",Indicadores Sectoriales,nacional,M
F034.VCCBC.IND.INE.2014.0.M,Bienes de consumo diverso,Indicadores Sectoriales,nacional,M
F034.VCCOV.IND.INE.2014.0.M,Otras ventas n.c.p.,Indicadores Sectoriales,nacional,M
F034.VSSR.IND.INE.2014.0.M,"Ventas de supermercados, precios constantes, INE",Indicadores Sectoriales,nacional,M
F034.VSS.IND.INE.2014.0.M,"Ventas de supermercados, valores nominales, INE",Indicadores Sectoriales,nacional,M
G034.VCC.IND.CNC.2013.0.M,"Ventas comercio, CNC",Indicadores Sectoriales,nacional,M
G034.VCC.IND.CNC.2009.0.M,"Ventas comercio, CNC",Indicadores Sectoriales,nacional,M
F034.VCC.IND.INE.2009.0.M,"Índice de ventas real, INE",Indicadores Sectoriales,nacional,M
F034.VDU.IND.INE.2009.0.M,Durable,Indicadores Sectoriales,nacional,M
F034.VCCVA.IND.INE.2009.0.M,Vehículos automotores usados,Indicadores Sectoriales,nacional,M
F034.VCCPE.IND.INE.2009.0.M,"Productos electrónicos, para el equipamiento del hogar y tecnológicos",Indicadores Sectoriales,nacional,M
F034.VND.IND.INE.2009.0.M,No Durable,Indicadores Sectoriales,nacional,M
F034.VCCRN.IND.INE.2009.0.M,"Repuestos, neumáticos y accesorios de vehículos automotores",Indicadores Sectoriales,nacional,M
F034.VCCCV.IND.INE.2009.0.M,Combustible,Indicadores Sectoriales,nacional,M
F034.VCCAB.IND.INE.2009.0.M,Alimentos,Indicadores Sectoriales,nacional,M
F034.VCCFC.IND.INE.2009.0.M,"Farmacia, cosméticos y productos de higiene personal",Indicadores Sectoriales,nacional,M
F034.VCCVC.IND.INE.2009.0.M,"Vestuario, calzados y accesorios",Indicadores Sectoriales,nacional,M
F034.VCCMC.IND.INE.2009.0.M,"Materiales para la construcción, herramientas, ferretería y pintura",Indicadores Sectoriales,nacional,M
F034.VCCBC.IND.INE.2009.0.M,Bienes de consumo diverso,Indicadores Sectoriales,nacional,M
F034.VCCOV.IND.INE.2009.0.M,Otras ventas n.c.p.,Indicadores Sectoriales,nacional,M
F034.VCN.IND.INE.2009.0.M,"Índice de ventas nominal, INE",Indicadores Sectoriales,nacional,M
F034.VSSR.IND.INE.2009.0.M,"Ventas de supermercados, precios constantes, INE",Indicadores Sectoriales,nacional,M
F034.VSS.IND.INE.2009.0.M,"Ventas de supermercados, valores nominales, INE",Indicadores Sectoriales,nacional,M
F034.VCC.IND.INE.2005.0.M,"Índice de ventas real, INE",Indicadores Sectoriales,nacional,M
F034.VDU.IND.INE.2005.0.M,Durable,Indicadores Sectoriales,nacional,M
F034.VND.IND.INE.2005.0.M,No Durable,Indicadores Sectoriales,nacional,M
F022.BCP.STO.Z.Z.CLP.D,BCP (millones de pesos),Mercado de Capitales,nacional,D
F022.BCU.STO.Z.Z.UF.D,BCU (miles de UF),Mercado de Capitales,nacional,D
F022.CERO.STO.Z.Z.UF.D,CERO en UF (miles de UF),Mercado de Capitales,nacional,D
F022.PDBC.STO.Z.Z.CLP.D,PDBC (millones de pesos),Mercado de Capitales,nacional,D
F022.PRC.STO.Z.Z.UF.D,PRC (miles de UF),Mercado de Capitales,nacional,D
F022.BTP.STO.Z.Z.CLP.D,BTP (millones de pesos),Mercado de Capitales,nacional,D
F022.BTU.STO.Z.Z.UF.D,BTU (miles de UF),Mercado de Capitales,nacional,D
F022.MB1.STO.Z.Z.Z.M,Sociedades inscritas - Bolsa de Santiago (número),Mercado de Capitales,nacional,M
F022.MB2.STO.Z.Z.Z.M,Capitalización bursátil - Bolsa de Santiago (millones de pesos),Mercado de Capitales,nacional,M
F022.MB3.STO.Z.Z.Z.M,Capitalización bursátil en dólares - Bolsa de Santiago (millones de USD),Mercado de Capitales,nacional,M
F022.MB4.FLU.Z.Z.Z.M,Monto transacción  - Bolsa de Santiago (millones de pesos),Mercado de Capitales,nacional,M
F022.MB5.FLU.Z.Z.Z.M,RPU - Bolsa de Santiago (porcentaje de utilidad),Mercado de Capitales,nacional,M
F022.MB6.FLU.Z.Z.Z.M,Bolsa/Libro  - Bolsa de Santiago (porcentaje de utilidad),Mercado de Capitales,nacional,M
F013.IBG.IND.N.7.LAC.CL.CLP.BLO.D,IGPA,Mercado de Capitales,nacional,D
F022.CAP.TIN.D089.NO.Z.M,30 a 89 días - tasa,Mercado de Capitales,nacional,M
F022.CAP.FLU.D089.NO.Z.M,30 a 89 días - flujo,Mercado de Capitales,nacional,M
F022.CAP.TIN.AN01.NO.Z.M,90 días a 1 año - tasa,Mercado de Capitales,nacional,M
F022.CAP.FLU.AN01.NO.Z.M,90 días a 1 año - flujo,Mercado de Capitales,nacional,M
