anio,zone,is_zone_subset,indicador,valor,unidad,unidad_original,dimension,agregacion
2019,Nacional -- casas,True,valor_terreno,121411574687620.0,pesos,miles de millones de pesos,dinero,total
2019,Nacional -- casas,True,valor_vivienda,231292901629430.0,pesos,miles de millones de pesos,dinero,total
2019,Nacional -- casas,True,valor_vivienda_pib,118.28919559977,%,% del PIB,tasa,promedio
2019,Nacional -- departamentos,True,metros_construidos,67716321.0,m2,millones de metros cuadrados,superficie,total
2019,Nacional -- departamentos,True,metros_terreno,46480992.493427,m2,millones de metros cuadrados,superficie,total
2019,Nacional -- departamentos,True,numero_propiedades,1116487.0,unidades,propiedades,conteo,total
2019,Nacional -- departamentos,True,valor_construccion,75931939812837.0,pesos,miles de millones de pesos,dinero,total
2019,Nacional -- departamentos,True,valor_terreno,15255483631765.0,pesos,miles de millones de pesos,dinero,total
2019,Nacional -- departamentos,True,valor_vivienda,91187423444603.0,pesos,miles de millones de pesos,dinero,total
2019,Nacional -- departamentos,True,valor_vivienda_pib,46.635616104464,%,% del PIB,tasa,promedio
2019,Región Metropolitana,False,metros_construidos,158266117.0,m2,millones de metros cuadrados,superficie,total
2019,Región Metropolitana,False,metros_terreno,473063693.87351996,m2,millones de metros cuadrados,superficie,total
2019,Región Metropolitana,False,numero_propiedades,2169895.0,unidades,propiedades,conteo,total
2019,Región Metropolitana,False,valor_vivienda,178694908291600.0,pesos,miles de millones de pesos,dinero,total
2019,Región Metropolitana,False,valor_vivienda_pib,91.389216057547,%,% del PIB,tasa,promedio
2019,Zona Centro,False,metros_construidos,105912316.0,m2,millones de metros cuadrados,superficie,total
2019,Zona Centro,False,metros_terreno,642180996.0004,m2,millones de metros cuadrados,superficie,total
2019,Zona Centro,False,numero_propiedades,1504290.0,unidades,propiedades,conteo,total
2019,Zona Centro,False,valor_vivienda,66026206417238.99,pesos,miles de millones de pesos,dinero,total
2019,Zona Centro,False,valor_vivienda_pib,33.767516385404,%,% del PIB,tasa,promedio
2019,Zona Norte,False,metros_construidos,27893582.5,m2,millones de metros cuadrados,superficie,total
2019,Zona Norte,False,metros_terreno,75621438.35972099,m2,millones de metros cuadrados,superficie,total
2019,Zona Norte,False,numero_propiedades,400772.0,unidades,propiedades,conteo,total
2019,Zona Norte,False,valor_vivienda,27440087350467.0,pesos,miles de millones de pesos,dinero,total
2019,Zona Norte,False,valor_vivienda_pib,14.033573174997,%,% del PIB,tasa,promedio
2019,Zona Sur,False,metros_construidos,85722263.5,m2,millones de metros cuadrados,superficie,total
2019,Zona Sur,False,metros_terreno,544156774.79019,m2,millones de metros cuadrados,superficie,total
2019,Zona Sur,False,numero_propiedades,1211058.0,unidades,propiedades,conteo,total
2019,Zona Sur,False,valor_vivienda,50319123014722.0,pesos,miles de millones de pesos,dinero,total
2019,Zona Sur,False,valor_vivienda_pib,25.734506086286,%,% del PIB,tasa,promedio
2020,Nacional,False,metros_construidos,385110654.0,m2,millones de metros cuadrados,superficie,total
2020,Nacional,False,metros_terreno,1776352458.3862,m2,millones de metros cuadrados,superficie,total
2020,Nacional,False,numero_propiedades,5381133.0,unidades,propiedades,conteo,total
2020,Nacional,False,valor_construccion,204636629825090.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional,False,valor_terreno,146143783089040.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional,False,valor_vivienda,350780412914130.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional,False,valor_vivienda_pib,174.29411858268,%,% del PIB,tasa,promedio
2020,Nacional -- casas,True,metros_construidos,315434089.0,m2,millones de metros cuadrados,superficie,total
2020,Nacional -- casas,True,metros_terreno,1728420101.4784,m2,millones de metros cuadrados,superficie,total
2020,Nacional -- casas,True,numero_propiedades,4227859.0,unidades,propiedades,conteo,total
2020,Nacional -- casas,True,valor_construccion,121962378731520.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional -- casas,True,valor_terreno,129862782421700.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional -- casas,True,valor_vivienda,251825161153220.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional -- casas,True,valor_vivienda_pib,125.12569939556,%,% del PIB,tasa,promedio
2020,Nacional -- departamentos,True,metros_construidos,69676565.0,m2,millones de metros cuadrados,superficie,total
2020,Nacional -- departamentos,True,metros_terreno,47932356.907744,m2,millones de metros cuadrados,superficie,total
2020,Nacional -- departamentos,True,numero_propiedades,1153274.0,unidades,propiedades,conteo,total
2020,Nacional -- departamentos,True,valor_construccion,82674251093567.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional -- departamentos,True,valor_terreno,16281000667341.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional -- departamentos,True,valor_vivienda,98955251760909.0,pesos,miles de millones de pesos,dinero,total
2020,Nacional -- departamentos,True,valor_vivienda_pib,49.168419187127,%,% del PIB,tasa,promedio
2020,Región Metropolitana,False,metros_construidos,160483230.0,m2,millones de metros cuadrados,superficie,total
2020,Región Metropolitana,False,metros_terreno,478900250.38058,m2,millones de metros cuadrados,superficie,total
2020,Región Metropolitana,False,numero_propiedades,2202089.0,unidades,propiedades,conteo,total
2020,Región Metropolitana,False,valor_vivienda,195100175843980.0,pesos,miles de millones de pesos,dinero,total
2020,Región Metropolitana,False,valor_vivienda_pib,96.940456000826,%,% del PIB,tasa,promedio
2020,Zona Centro,False,metros_construidos,108261004.0,m2,millones de metros cuadrados,superficie,total
2020,Zona Centro,False,metros_terreno,658316129.58922,m2,millones de metros cuadrados,superficie,total
2020,Zona Centro,False,numero_propiedades,1533281.0,unidades,propiedades,conteo,total
2020,Zona Centro,False,valor_vivienda,72835989816263.0,pesos,miles de millones de pesos,dinero,total
2020,Zona Centro,False,valor_vivienda_pib,36.190403394133,%,% del PIB,tasa,promedio
2020,Zona Norte,False,metros_construidos,28294057.5,m2,millones de metros cuadrados,superficie,total
2020,Zona Norte,False,metros_terreno,76401319.338134,m2,millones de metros cuadrados,superficie,total
2020,Zona Norte,False,numero_propiedades,406046.0,unidades,propiedades,conteo,total
2020,Zona Norte,False,valor_vivienda,29136641320712.0,pesos,miles de millones de pesos,dinero,total
2020,Zona Norte,False,valor_vivienda_pib,14.477277038546,%,% del PIB,tasa,promedio
2020,Zona Sur,False,metros_construidos,88072362.5,m2,millones de metros cuadrados,superficie,total
2020,Zona Sur,False,metros_terreno,562734759.0782801,m2,millones de metros cuadrados,superficie,total
2020,Zona Sur,False,numero_propiedades,1239717.0,unidades,propiedades,conteo,total
2020,Zona Sur,False,valor_vivienda,53707605933177.0,pesos,miles de millones de pesos,dinero,total
2020,Zona Sur,False,valor_vivienda_pib,26.685982149182,%,% del PIB,tasa,promedio
2021,Nacional,False,metros_construidos,389891892.0,m2,millones de metros cuadrados,superficie,total
2021,Nacional,False,metros_terreno,1802400396.8244002,m2,millones de metros cuadrados,superficie,total
2021,Nacional,False,numero_propiedades,5448803.0,unidades,propiedades,conteo,total
2021,Nacional,False,valor_construccion,218686388686930.0,pesos,miles de millones de pesos,dinero,total
2021,Nacional,False,valor_terreno,174099153444510.0,pesos,miles de millones de pesos,dinero,total
2021,Nacional,False,valor_vivienda,392785542131440.0,pesos,miles de millones de pesos,dinero,total
2021,Nacional,False,valor_vivienda_pib,164.05839960283,%,% del PIB,tasa,promedio
2021,Nacional -- casas,True,metros_construidos,317994483.0,m2,millones de metros cuadrados,superficie,total
2021,Nacional -- casas,True,metros_terreno,1752706715.1777,m2,millones de metros cuadrados,superficie,total
2021,Nacional -- casas,True,numero_propiedades,4257516.0,unidades,propiedades,conteo,total
2021,Nacional -- casas,True,valor_construccion,127478498967650.0,pesos,miles de millones de pesos,dinero,total
2021,Nacional -- casas,True,valor_terreno,152867790774860.0,pesos,miles de millones de pesos,dinero,total
2021,Nacional -- casas,True,valor_vivienda,280346289742520.03,pesos,miles de millones de pesos,dinero,total
2021,Nacional -- casas,True,valor_vivienda_pib,117.09484870591,%,% del PIB,tasa,promedio
2021,Nacional -- departamentos,True,metros_construidos,71897409.0,m2,millones de metros cuadrados,superficie,total
2021,Nacional -- departamentos,True,metros_terreno,49693681.646671996,m2,millones de metros cuadrados,superficie,total
2021,Nacional -- departamentos,True,numero_propiedades,1191287.0,unidades,propiedades,conteo,total
2021,Nacional -- departamentos,True,valor_construccion,91207889719274.0,pesos,miles de millones de pesos,dinero,total
2021,Nacional -- departamentos,True,valor_terreno,21231362669645.0,pesos,miles de millones de pesos,dinero,total
2021,Nacional -- departamentos,True,valor_vivienda,112439252388910.0,pesos,miles de millones de pesos,dinero,total
2021,Nacional -- departamentos,True,valor_vivienda_pib,46.963550896921,%,% del PIB,tasa,promedio
2021,Región Metropolitana,False,metros_construidos,161839861.99999002,m2,millones de metros cuadrados,superficie,total
2021,Región Metropolitana,False,metros_terreno,481611403.1743,m2,millones de metros cuadrados,superficie,total
2021,Región Metropolitana,False,numero_propiedades,2224990.0,unidades,propiedades,conteo,total
2021,Región Metropolitana,False,valor_vivienda,217226869947110.0,pesos,miles de millones de pesos,dinero,total
2021,Región Metropolitana,False,valor_vivienda_pib,90.731172132423,%,% del PIB,tasa,promedio
2021,Zona Centro,False,metros_construidos,109913573.0,m2,millones de metros cuadrados,superficie,total
2021,Zona Centro,False,metros_terreno,667702019.7822,m2,millones de metros cuadrados,superficie,total
2021,Zona Centro,False,numero_propiedades,1555153.0,unidades,propiedades,conteo,total
2021,Zona Centro,False,valor_vivienda,80844635743624.0,pesos,miles de millones de pesos,dinero,total
2021,Zona Centro,False,valor_vivienda_pib,33.767132783452,%,% del PIB,tasa,promedio
2021,Zona Norte,False,metros_construidos,28529121.5,m2,millones de metros cuadrados,superficie,total
2021,Zona Norte,False,metros_terreno,76786470.206904,m2,millones de metros cuadrados,superficie,total
2021,Zona Norte,False,numero_propiedades,408487.0,unidades,propiedades,conteo,total
2021,Zona Norte,False,valor_vivienda,32119662782352.0,pesos,miles de millones de pesos,dinero,total
2021,Zona Norte,False,valor_vivienda_pib,13.415719028914,%,% del PIB,tasa,promedio
2021,Zona Sur,False,metros_construidos,89609335.5,m2,millones de metros cuadrados,superficie,total
2021,Zona Sur,False,metros_terreno,576300503.66103,m2,millones de metros cuadrados,superficie,total
2021,Zona Sur,False,numero_propiedades,1260173.0,unidades,propiedades,conteo,total
2021,Zona Sur,False,valor_vivienda,62594373658359.0,pesos,miles de millones de pesos,dinero,total
2021,Zona Sur,False,valor_vivienda_pib,26.144375658041,%,% del PIB,tasa,promedio
2022,Nacional,False,metros_construidos,402797873.0,m2,millones de metros cuadrados,superficie,total
2022,Nacional,False,metros_terreno,1908659017.2563002,m2,millones de metros cuadrados,superficie,total
2022,Nacional,False,numero_propiedades,5598350.0,unidades,propiedades,conteo,total
2022,Nacional,False,valor_construccion,253643803116360.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional,False,valor_terreno,188683676175250.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional,False,valor_vivienda,442327479291620.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional,False,valor_vivienda_pib,168.14351385062,%,% del PIB,tasa,promedio
2022,Nacional -- casas,True,metros_construidos,327377483.0,m2,millones de metros cuadrados,superficie,total
2022,Nacional -- casas,True,metros_terreno,1856288685.9589,m2,millones de metros cuadrados,superficie,total
2022,Nacional -- casas,True,numero_propiedades,4340642.0,unidades,propiedades,conteo,total
2022,Nacional -- casas,True,valor_construccion,145971392163710.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional -- casas,True,valor_terreno,165885733285590.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional -- casas,True,valor_vivienda,311857125449310.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional -- casas,True,valor_vivienda_pib,118.54735540369,%,% del PIB,tasa,promedio
2022,Nacional -- departamentos,True,metros_construidos,75420390.0,m2,millones de metros cuadrados,superficie,total
2022,Nacional -- departamentos,True,metros_terreno,52370331.297485,m2,millones de metros cuadrados,superficie,total
2022,Nacional -- departamentos,True,numero_propiedades,1257708.0,unidades,propiedades,conteo,total
2022,Nacional -- departamentos,True,valor_construccion,107672410952650.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional -- departamentos,True,valor_terreno,22797942889662.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional -- departamentos,True,valor_vivienda,130470353842310.0,pesos,miles de millones de pesos,dinero,total
2022,Nacional -- departamentos,True,valor_vivienda_pib,49.596158446936,%,% del PIB,tasa,promedio
2022,Región Metropolitana,False,metros_construidos,165816060.5,m2,millones de metros cuadrados,superficie,total
2022,Región Metropolitana,False,metros_terreno,495213299.96266,m2,millones de metros cuadrados,superficie,total
2022,Región Metropolitana,False,numero_propiedades,2281010.0,unidades,propiedades,conteo,total
2022,Región Metropolitana,False,valor_vivienda,244614959934900.0,pesos,miles de millones de pesos,dinero,total
2022,Región Metropolitana,False,valor_vivienda_pib,92.986352486521,%,% del PIB,tasa,promedio
2022,Zona Centro,False,metros_construidos,114005929.5,m2,millones de metros cuadrados,superficie,total
2022,Zona Centro,False,metros_terreno,709523142.75313,m2,millones de metros cuadrados,superficie,total
2022,Zona Centro,False,numero_propiedades,1597297.0,unidades,propiedades,conteo,total
2022,Zona Centro,False,valor_vivienda,91797660995993.0,pesos,miles de millones de pesos,dinero,total
2022,Zona Centro,False,valor_vivienda_pib,34.895370524693,%,% del PIB,tasa,promedio
2022,Zona Norte,False,metros_construidos,29222371.5,m2,millones de metros cuadrados,superficie,total
2022,Zona Norte,False,metros_terreno,80405984.29089001,m2,millones de metros cuadrados,superficie,total
2022,Zona Norte,False,numero_propiedades,414918.0,unidades,propiedades,conteo,total
2022,Zona Norte,False,valor_vivienda,35005318053914.996,pesos,miles de millones de pesos,dinero,total
2022,Zona Norte,False,valor_vivienda_pib,13.30669573247,%,% del PIB,tasa,promedio
2022,Zona Sur,False,metros_construidos,93753511.5,m2,millones de metros cuadrados,superficie,total
2022,Zona Sur,False,metros_terreno,623516590.24969,m2,millones de metros cuadrados,superficie,total
2022,Zona Sur,False,numero_propiedades,1305125.0,unidades,propiedades,conteo,total
2022,Zona Sur,False,valor_vivienda,70909540306811.0,pesos,miles de millones de pesos,dinero,total
2022,Zona Sur,False,valor_vivienda_pib,26.955095106942,%,% del PIB,tasa,promedio
2023,Nacional,False,metros_construidos,413318940.5,m2,millones de metros cuadrados,superficie,total
2023,Nacional,False,metros_terreno,2005822458.3948,m2,millones de metros cuadrados,superficie,total
2023,Nacional,False,numero_propiedades,5718377.0,unidades,propiedades,conteo,total
2023,Nacional,False,valor_construccion,286578284856070.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional,False,valor_terreno,200855832146200.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional,False,valor_vivienda,487434117002280.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional,False,valor_vivienda_pib,172.93637403029,%,% del PIB,tasa,promedio
2023,Nacional -- casas,True,metros_construidos,336358939.5,m2,millones de metros cuadrados,superficie,total
2023,Nacional -- casas,True,metros_terreno,1952208696.6796,m2,millones de metros cuadrados,superficie,total
2023,Nacional -- casas,True,numero_propiedades,4424412.0,unidades,propiedades,conteo,total
2023,Nacional -- casas,True,valor_construccion,167075396907530.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional -- casas,True,valor_terreno,176906975529950.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional -- casas,True,valor_vivienda,343982372437490.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional -- casas,True,valor_vivienda_pib,122.04124033319,%,% del PIB,tasa,promedio
2023,Nacional -- departamentos,True,metros_construidos,76960001.0,m2,millones de metros cuadrados,superficie,total
2023,Nacional -- departamentos,True,metros_terreno,53613761.715212,m2,millones de metros cuadrados,superficie,total
2023,Nacional -- departamentos,True,numero_propiedades,1293965.0,unidades,propiedades,conteo,total
2023,Nacional -- departamentos,True,valor_construccion,119502887948540.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional -- departamentos,True,valor_terreno,23948856616246.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional -- departamentos,True,valor_vivienda,143451744564790.0,pesos,miles de millones de pesos,dinero,total
2023,Nacional -- departamentos,True,valor_vivienda_pib,50.89513369709,%,% del PIB,tasa,promedio
2023,Región Metropolitana,False,metros_construidos,169279472.5,m2,millones de metros cuadrados,superficie,total
2023,Región Metropolitana,False,metros_terreno,512214657.9442,m2,millones de metros cuadrados,superficie,total
2023,Región Metropolitana,False,numero_propiedades,2327804.0,unidades,propiedades,conteo,total
2023,Región Metropolitana,False,valor_vivienda,266035441065609.97,pesos,miles de millones de pesos,dinero,total
2023,Región Metropolitana,False,valor_vivienda_pib,94.386508733488,%,% del PIB,tasa,promedio
2023,Zona Centro,False,metros_construidos,117320651.0,m2,millones de metros cuadrados,superficie,total
2023,Zona Centro,False,metros_terreno,743064038.2742,m2,millones de metros cuadrados,superficie,total
2023,Zona Centro,False,numero_propiedades,1630726.0,unidades,propiedades,conteo,total
2023,Zona Centro,False,valor_vivienda,102763631560890.0,pesos,miles de millones de pesos,dinero,total
2023,Zona Centro,False,valor_vivienda_pib,36.459429499149,%,% del PIB,tasa,promedio
2023,Zona Norte,False,metros_construidos,29713984.0,m2,millones de metros cuadrados,superficie,total
2023,Zona Norte,False,metros_terreno,83757073.468074,m2,millones de metros cuadrados,superficie,total
2023,Zona Norte,False,numero_propiedades,419565.0,unidades,propiedades,conteo,total
2023,Zona Norte,False,valor_vivienda,37979560377919.0,pesos,miles de millones de pesos,dinero,total
2023,Zona Norte,False,valor_vivienda_pib,13.474738903003,%,% del PIB,tasa,promedio
2023,Zona Sur,False,metros_construidos,97004833.0,m2,millones de metros cuadrados,superficie,total
2023,Zona Sur,False,metros_terreno,666786688.70835,m2,millones de metros cuadrados,superficie,total
2023,Zona Sur,False,numero_propiedades,1340282.0,unidades,propiedades,conteo,total
2023,Zona Sur,False,valor_vivienda,80655483997860.0,pesos,miles de millones de pesos,dinero,total
2023,Zona Sur,False,valor_vivienda_pib,28.615696894648,%,% del PIB,tasa,promedio
2024,Nacional,False,metros_construidos,423726674.0,m2,millones de metros cuadrados,superficie,total
2024,Nacional,False,metros_terreno,2111690862.2318,m2,millones de metros cuadrados,superficie,total
2024,Nacional,False,numero_propiedades,5824443.0,unidades,propiedades,conteo,total
2024,Nacional,False,valor_construccion,319345932989950.0,pesos,miles de millones de pesos,dinero,total
2024,Nacional,False,valor_terreno,217657181620860.0,pesos,miles de millones de pesos,dinero,total
2024,Nacional,False,valor_vivienda,537003114610819.94,pesos,miles de millones de pesos,dinero,total
2024,Nacional,False,valor_vivienda_pib,172.32025183062,%,% del PIB,tasa,promedio
2024,Nacional -- casas,True,metros_construidos,345253041.5,m2,millones de metros cuadrados,superficie,total
2024,Nacional -- casas,True,metros_terreno,2057213126.2736,m2,millones de metros cuadrados,superficie,total
2024,Nacional -- casas,True,numero_propiedades,4496618.0,unidades,propiedades,conteo,total
2024,Nacional -- casas,True,valor_construccion,188697302461850.0,pesos,miles de millones de pesos,dinero,total
2024,Nacional -- casas,True,valor_terreno,193239008224510.0,pesos,miles de millones de pesos,dinero,total
2024,Nacional -- casas,True,valor_vivienda,381936310686370.0,pesos,miles de millones de pesos,dinero,total
2024,Nacional -- casas,True,valor_vivienda_pib,122.56048326355,%,% del PIB,tasa,promedio
2024,Nacional -- departamentos,True,metros_construidos,78473632.5,m2,millones de metros cuadrados,superficie,total
2024,Nacional -- departamentos,True,metros_terreno,54477735.958211,m2,millones de metros cuadrados,superficie,total
2024,Nacional -- departamentos,True,numero_propiedades,1327825.0,unidades,propiedades,conteo,total
2024,Nacional -- departamentos,True,valor_construccion,130648630528090.0,pesos,miles de millones de pesos,dinero,total
2024,Nacional -- departamentos,True,valor_terreno,24418173396350.0,pesos,miles de millones de pesos,dinero,total
2024,Nacional -- departamentos,True,valor_vivienda,155066803924450.0,pesos,miles de millones de pesos,dinero,total
2024,Nacional -- departamentos,True,valor_vivienda_pib,49.759768567072,%,% del PIB,tasa,promedio
2024,Región Metropolitana,False,metros_construidos,172494014.5,m2,millones de metros cuadrados,superficie,total
2024,Región Metropolitana,False,metros_terreno,531082357.75263995,m2,millones de metros cuadrados,superficie,total
2024,Región Metropolitana,False,numero_propiedades,2366288.0,unidades,propiedades,conteo,total
2024,Región Metropolitana,False,valor_vivienda,287839198670950.0,pesos,miles de millones de pesos,dinero,total
2024,Región Metropolitana,False,valor_vivienda_pib,92.36542927251,%,% del PIB,tasa,promedio
2024,Zona Centro,False,metros_construidos,120355972.0,m2,millones de metros cuadrados,superficie,total
2024,Zona Centro,False,metros_terreno,777843755.8183501,m2,millones de metros cuadrados,superficie,total
2024,Zona Centro,False,numero_propiedades,1660544.0,unidades,propiedades,conteo,total
2024,Zona Centro,False,valor_vivienda,113485064108930.0,pesos,miles de millones de pesos,dinero,total
2024,Zona Centro,False,valor_vivienda_pib,36.41650168163,%,% del PIB,tasa,promedio
2024,Zona Norte,False,metros_construidos,30399812.5,m2,millones de metros cuadrados,superficie,total
2024,Zona Norte,False,metros_terreno,86744416.010713,m2,millones de metros cuadrados,superficie,total
2024,Zona Norte,False,numero_propiedades,425174.0,unidades,propiedades,conteo,total
2024,Zona Norte,False,valor_vivienda,42238781572092.0,pesos,miles de millones de pesos,dinero,total
2024,Zona Norte,False,valor_vivienda_pib,13.554106632689,%,% del PIB,tasa,promedio
2024,Zona Sur,False,metros_construidos,100476875.0,m2,millones de metros cuadrados,superficie,total
2024,Zona Sur,False,metros_terreno,716020332.65016,m2,millones de metros cuadrados,superficie,total
2024,Zona Sur,False,numero_propiedades,1372437.0,unidades,propiedades,conteo,total
2024,Zona Sur,False,valor_vivienda,93440070258848.0,pesos,miles de millones de pesos,dinero,total
2024,Zona Sur,False,valor_vivienda_pib,29.984214243794,%,% del PIB,tasa,promedio
