date,region_code,region_name,value,population,gdp_pc,indicator,frequency,unit
2022-01-01,06,OHiggins,8333.6715405463,1009552.0,8254821.485714752,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,06,OHiggins,8221.461143128,1017701.0,8078464.247483297,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,06,OHiggins,8728.7074868915,1025586.0,8510946.411994217,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,06,OHiggins,8664.8003732659,1033238.0,8386064.365873014,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,07,Maule,6026.9472790498,1045513.0,5764583.777580766,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,07,Maule,6021.0233345188,1056331.0,5699940.013612021,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,07,Maule,6506.8105345881,1067995.0,6092547.750306041,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,07,Maule,6630.9951856379,1079855.0,6140634.794150975,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,07,Maule,6638.2576763248,1092575.0,6075791.297004599,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,07,Maule,7177.0999859423,1105731.0,6490819.182913656,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,07,Maule,7142.0940918171,1118947.0,6382870.76315241,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,07,Maule,7046.9115596302,1131939.0,6225522.364394371,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,07,Maule,7650.1969639702,1143012.0,6693015.439881821,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,07,Maule,7907.0757644828,1153043.0,6857572.323393663,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,07,Maule,8033.41701109,1162641.0,6909628.175068659,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,07,Maule,8471.7178628732,1171982.0,7228539.229163247,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,07,Maule,8592.6540961827,1181074.0,7275288.505362661,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,08,Biobio,9788.0764904851,1597164.0,6128410.414012023,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,08,Biobio,10150.216779173,1607016.0,6316188.998225904,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,08,Biobio,10395.493091271,1617128.0,6428367.507872599,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,08,Biobio,10566.273576699,1627020.0,6494249.34954641,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,08,Biobio,10802.19856101,1636209.0,6601967.450985785,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,08,Biobio,11336.420168939,1645460.0,6889514.281075808,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,08,Biobio,11503.513135024,1654744.0,6951838.5532892095,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,08,Biobio,10858.4932196,1663696.0,6526729.173839452,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,08,Biobio,11861.446234509,1670590.0,7100153.978240621,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,08,Biobio,12202.750889461,1676269.0,7279709.216993812,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,08,Biobio,12907.415618407,1681430.0,7676451.364854321,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,08,Biobio,13169.024416608,1686225.0,7809767.0338228885,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,08,Biobio,13280.753383024,1690616.0,7855570.622201611,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,09,Araucania,4407.2861711421,969263.0,4547048.810428233,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,09,Araucania,4474.6658375063,975378.0,4587622.2731149355,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,09,Araucania,4675.7193070305,982034.0,4761260.106096632,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,09,Araucania,4949.684727269,988403.0,5007759.716703611,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,09,Araucania,5042.6821672189,994888.0,5068592.813682444,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,09,Araucania,5246.5625653112,1001420.0,5239123.010636097,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,09,Araucania,5327.7662944775,1007965.0,5285665.965065751,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,09,Araucania,5083.4110730947,1014343.0,5011530.688430541,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,09,Araucania,5719.7809645975,1019548.0,5610114.447380113,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,09,Araucania,5963.1628831538,1024029.0,5823236.337207052,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,09,Araucania,6070.3364648498,1028201.0,5903842.210666786,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,09,Araucania,6251.9511300759,1032164.0,6057129.613197031,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,09,Araucania,6411.4495444067,1035918.0,6189147.736024183,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,10,Los_Lagos,4988.7952950304,841878.0,5925793.636406224,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,10,Los_Lagos,5337.3069855771,849087.0,6285936.524263238,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,10,Los_Lagos,5410.3372458819,856176.0,6319188.1644450445,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,10,Los_Lagos,5592.4938480512,863290.0,6478117.258454517,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,10,Los_Lagos,6023.3337854082,870227.0,6921566.1952665225,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,10,Los_Lagos,6417.1828991869,877348.0,7314295.9226976065,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,10,Los_Lagos,6560.4173346809,884464.0,7417393.285290187,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,10,Los_Lagos,6231.2785828396,891440.0,6990126.741945167,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,10,Los_Lagos,6729.1224178854,897303.0,7499275.515500785,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,10,Los_Lagos,6963.5996150935,902510.0,7715814.356731228,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,10,Los_Lagos,7054.8185658854,907429.0,7774513.009706986,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,10,Los_Lagos,7166.0731720309,912171.0,7856063.360960719,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,10,Los_Lagos,7545.7669892885,916721.0,8231257.917390896,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,11,Aysen,1102.2668229016,102772.0,10725361.216105554,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,11,Aysen,1142.1488915131,103446.0,11041015.520301413,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,11,Aysen,1085.7484112817,104097.0,10430160.43960633,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,11,Aysen,1088.7481419073,104704.0,10398343.347983839,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,11,Aysen,1199.5480332887,105382.0,11382855.072865384,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,11,Aysen,1228.4726002885,106023.0,11586850.0258293,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,11,Aysen,1244.4366529183,106680.0,11665135.479174167,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,11,Aysen,1120.0595306888,107297.0,10438870.897497598,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,11,Aysen,1197.2332805578,107737.0,11112554.466504544,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,11,Aysen,1215.5891239033,108047.0,11250558.774452785,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,11,Aysen,1304.5213863554,108306.0,12044774.863399995,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,11,Aysen,1318.6258612227,108538.0,12148978.80210341,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,11,Aysen,1430.527610188,108744.0,13155002.668542633,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,12,Magallanes,1595.0008151868,165142.0,9658359.564416079,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,12,Magallanes,1690.7931704098,166475.0,10156438.92722511,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,12,Magallanes,1725.4589435705,167961.0,10272973.747301457,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,12,Magallanes,1819.2075036069,169530.0,10730888.359623075,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,12,Magallanes,1861.8905349857,171293.0,10869624.181873748,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,12,Magallanes,1840.8548539909,173567.0,10606018.736228084,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,12,Magallanes,1930.6621375028,175984.0,10970668.569317665,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,12,Magallanes,1685.5186824695,178362.0,9449987.567248069,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,12,Magallanes,1807.014212399,179949.0,10041813.027018767,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,12,Magallanes,1907.0940717975,181143.0,10528113.544533877,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,12,Magallanes,1928.8976517933,182217.0,10585717.313935034,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,12,Magallanes,2035.8912815318,183235.0,11110820.975969655,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,12,Magallanes,2126.0948771826,184216.0,11541314.962775221,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,13,Metropolitana,70275.690095217,7131650.0,9854057.62975146,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,13,Metropolitana,71481.339985259,7202595.0,9924386.972370235,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,13,Metropolitana,73294.387331179,7279754.0,10068250.566046463,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,13,Metropolitana,74857.149645833,7369532.0,10157653.110921156,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,13,Metropolitana,75718.261599712,7508690.0,10084084.121159883,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,13,Metropolitana,78231.54241606,7702891.0,10156127.409314243,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,13,Metropolitana,78971.839979136,7915199.0,9977239.988424296,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,13,Metropolitana,72230.599363749,8125072.0,8889841.14402297,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,13,Metropolitana,82026.956663741,8242459.0,9951757.923665863,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,13,Metropolitana,84195.731306316,8310984.0,10130657.36936998,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,13,Metropolitana,84643.580212478,8367790.0,10115404.451172652,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,13,Metropolitana,85999.800497623,8420729.0,10212868.802406894,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,13,Metropolitana,88450.409461394,8471244.0,10441253.9010084,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,14,Los_Rios,2109.7336291796,389393.0,5418006.048335743,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,14,Los_Rios,2191.9911288601,391641.0,5596939.873149389,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,14,Los_Rios,2271.672868312,393791.0,5768727.239352855,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,14,Los_Rios,2346.3015248876,396155.0,5922685.627816386,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,14,Los_Rios,2384.239538574,398493.0,5983140.327619306,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,14,Los_Rios,2500.504791378,400935.0,6236683.7302255975,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,14,Los_Rios,2506.7515885108,403413.0,6213859.217503649,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,14,Los_Rios,2403.1501571966,405835.0,5921495.576272624,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,14,Los_Rios,2639.0546276559,407818.0,6471157.790131627,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,14,Los_Rios,2708.130757927,409559.0,6612309.234877027,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,14,Los_Rios,2701.6847750175,411205.0,6570165.185290792,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,14,Los_Rios,2821.8699605464,412786.0,6836157.1384358965,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,14,Los_Rios,2895.348275581,414293.0,6988648.795854624,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,15,Arica_y_Parinacota,1280.3455176343,225025.0,5689792.323672037,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,15,Arica_y_Parinacota,1305.4193785327,227956.0,5726628.728933215,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,15,Arica_y_Parinacota,1337.4634117371,230986.0,5790235.822677997,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,15,Arica_y_Parinacota,1353.5391691471,233922.0,5786284.18510059,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,15,Arica_y_Parinacota,1408.7509065727,237082.0,5942040.756247628,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,15,Arica_y_Parinacota,1431.6651654563,241901.0,5918392.918823403,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,15,Arica_y_Parinacota,1418.9615140046,247036.0,5743946.283151444,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,15,Arica_y_Parinacota,1328.5054554994,252110.0,5269546.846612193,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,15,Arica_y_Parinacota,1552.8354387237,255380.0,6080489.618308795,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,15,Arica_y_Parinacota,1663.3592186524,257722.0,6454083.154144388,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
