date,region_code,region_name,value,population,gdp_pc,indicator,frequency,unit
2023-01-01,15,Arica_y_Parinacota,1684.5180051125,259802.0,6483853.1077994015,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,15,Arica_y_Parinacota,1763.5261803703,261779.0,6736698.437881953,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,15,Arica_y_Parinacota,1856.696740784,263687.0,7041290.396507981,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2013-01-01,16,Nuble,2345.4908400334,487019.0,4816015.063135936,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2014-01-01,16,Nuble,2375.152857557,490153.0,4845737.672842969,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2015-01-01,16,Nuble,2494.4269552922,493464.0,5054931.981445861,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2016-01-01,16,Nuble,2635.3678819297,496870.0,5303938.418358323,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2017-01-01,16,Nuble,2600.5768247863,500517.0,5195781.2117996,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2018-01-01,16,Nuble,2785.3729074085,504248.0,5523815.478511565,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2019-01-01,16,Nuble,2792.6563966079,507959.0,5497798.8314173,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2020-01-01,16,Nuble,2698.093562104,511551.0,5274339.336848134,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2021-01-01,16,Nuble,3017.5580432702,514508.0,5864939.016050674,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2022-01-01,16,Nuble,3123.535200674,517060.0,6040953.082183885,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2023-01-01,16,Nuble,3052.9322387277,519437.0,5877386.937641524,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2024-01-01,16,Nuble,3188.9874954135,521711.0,6112555.601498722,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
2025-01-01,16,Nuble,3269.4335290901,523876.0,6240853.807179753,PIB_Real_Regional,Annual,Miles_de_millones_pesos_encadenados_2018
