anio,region_id,region_display,indicador,medida,unidad,valor,unidad_original,dimension,agregacion
2022,01,Tarapacá,mora_vivienda,tasa,%,0.3244055867606585,% de la cartera de vivienda,tasa,promedio
2023,01,Tarapacá,mora_vivienda,tasa,%,0.2560824661903161,% de la cartera de vivienda,tasa,promedio
2024,01,Tarapacá,mora_vivienda,tasa,%,0.29239662782115977,% de la cartera de vivienda,tasa,promedio
2025,01,Tarapacá,mora_vivienda,tasa,%,0.33999248142106553,% de la cartera de vivienda,tasa,promedio
2009,02,Antofagasta,mora_vivienda,tasa,%,0.9396136248748904,% de la cartera de vivienda,tasa,promedio
2010,02,Antofagasta,mora_vivienda,tasa,%,1.1523724177112766,% de la cartera de vivienda,tasa,promedio
2011,02,Antofagasta,mora_vivienda,tasa,%,1.2612617364664576,% de la cartera de vivienda,tasa,promedio
2012,02,Antofagasta,mora_vivienda,tasa,%,0.922208695794576,% de la cartera de vivienda,tasa,promedio
2013,02,Antofagasta,mora_vivienda,tasa,%,0.6494768556192341,% de la cartera de vivienda,tasa,promedio
2014,02,Antofagasta,mora_vivienda,tasa,%,0.546983066375133,% de la cartera de vivienda,tasa,promedio
2015,02,Antofagasta,mora_vivienda,tasa,%,0.580944725731621,% de la cartera de vivienda,tasa,promedio
2016,02,Antofagasta,mora_vivienda,tasa,%,0.5665013534913149,% de la cartera de vivienda,tasa,promedio
2017,02,Antofagasta,mora_vivienda,tasa,%,0.6363757584438275,% de la cartera de vivienda,tasa,promedio
2018,02,Antofagasta,mora_vivienda,tasa,%,0.7772955176744665,% de la cartera de vivienda,tasa,promedio
2019,02,Antofagasta,mora_vivienda,tasa,%,0.7485447695349391,% de la cartera de vivienda,tasa,promedio
2020,02,Antofagasta,mora_vivienda,tasa,%,0.7346311660318826,% de la cartera de vivienda,tasa,promedio
2021,02,Antofagasta,mora_vivienda,tasa,%,0.6658572789813527,% de la cartera de vivienda,tasa,promedio
2022,02,Antofagasta,mora_vivienda,tasa,%,0.4092841050436062,% de la cartera de vivienda,tasa,promedio
2023,02,Antofagasta,mora_vivienda,tasa,%,0.32625037562658504,% de la cartera de vivienda,tasa,promedio
2024,02,Antofagasta,mora_vivienda,tasa,%,0.39196127675235753,% de la cartera de vivienda,tasa,promedio
2025,02,Antofagasta,mora_vivienda,tasa,%,0.545470034706863,% de la cartera de vivienda,tasa,promedio
2009,03,Atacama,mora_vivienda,tasa,%,1.2656551975852994,% de la cartera de vivienda,tasa,promedio
2010,03,Atacama,mora_vivienda,tasa,%,1.4389295523549699,% de la cartera de vivienda,tasa,promedio
2011,03,Atacama,mora_vivienda,tasa,%,1.8281901485172976,% de la cartera de vivienda,tasa,promedio
2012,03,Atacama,mora_vivienda,tasa,%,1.2625515166441286,% de la cartera de vivienda,tasa,promedio
2013,03,Atacama,mora_vivienda,tasa,%,0.7417721646555049,% de la cartera de vivienda,tasa,promedio
2014,03,Atacama,mora_vivienda,tasa,%,0.6863619528006328,% de la cartera de vivienda,tasa,promedio
2015,03,Atacama,mora_vivienda,tasa,%,0.6869916200467602,% de la cartera de vivienda,tasa,promedio
2016,03,Atacama,mora_vivienda,tasa,%,0.7590671113264024,% de la cartera de vivienda,tasa,promedio
2017,03,Atacama,mora_vivienda,tasa,%,0.8311003756812713,% de la cartera de vivienda,tasa,promedio
2018,03,Atacama,mora_vivienda,tasa,%,0.9406283726019443,% de la cartera de vivienda,tasa,promedio
2019,03,Atacama,mora_vivienda,tasa,%,1.168105649910035,% de la cartera de vivienda,tasa,promedio
2020,03,Atacama,mora_vivienda,tasa,%,1.3334898798843318,% de la cartera de vivienda,tasa,promedio
2021,03,Atacama,mora_vivienda,tasa,%,1.058283061376026,% de la cartera de vivienda,tasa,promedio
2022,03,Atacama,mora_vivienda,tasa,%,0.7261288003709887,% de la cartera de vivienda,tasa,promedio
2023,03,Atacama,mora_vivienda,tasa,%,0.6368877805874894,% de la cartera de vivienda,tasa,promedio
2024,03,Atacama,mora_vivienda,tasa,%,0.6803929741548927,% de la cartera de vivienda,tasa,promedio
2025,03,Atacama,mora_vivienda,tasa,%,0.7919991894842348,% de la cartera de vivienda,tasa,promedio
2009,04,Coquimbo,mora_vivienda,tasa,%,1.8100516701113616,% de la cartera de vivienda,tasa,promedio
2010,04,Coquimbo,mora_vivienda,tasa,%,2.2766293378685525,% de la cartera de vivienda,tasa,promedio
2011,04,Coquimbo,mora_vivienda,tasa,%,2.565433116628135,% de la cartera de vivienda,tasa,promedio
2012,04,Coquimbo,mora_vivienda,tasa,%,1.8467247560787075,% de la cartera de vivienda,tasa,promedio
2013,04,Coquimbo,mora_vivienda,tasa,%,1.1056913044584047,% de la cartera de vivienda,tasa,promedio
2014,04,Coquimbo,mora_vivienda,tasa,%,0.8630262975269489,% de la cartera de vivienda,tasa,promedio
2015,04,Coquimbo,mora_vivienda,tasa,%,0.9075399005330537,% de la cartera de vivienda,tasa,promedio
2016,04,Coquimbo,mora_vivienda,tasa,%,0.7550092848288507,% de la cartera de vivienda,tasa,promedio
2017,04,Coquimbo,mora_vivienda,tasa,%,0.6829145692460036,% de la cartera de vivienda,tasa,promedio
2018,04,Coquimbo,mora_vivienda,tasa,%,0.8112202430742953,% de la cartera de vivienda,tasa,promedio
2019,04,Coquimbo,mora_vivienda,tasa,%,0.7959658046958576,% de la cartera de vivienda,tasa,promedio
2020,04,Coquimbo,mora_vivienda,tasa,%,0.859303413691176,% de la cartera de vivienda,tasa,promedio
2021,04,Coquimbo,mora_vivienda,tasa,%,0.7481989610239593,% de la cartera de vivienda,tasa,promedio
2022,04,Coquimbo,mora_vivienda,tasa,%,0.5059420635295087,% de la cartera de vivienda,tasa,promedio
2023,04,Coquimbo,mora_vivienda,tasa,%,0.4910254952221482,% de la cartera de vivienda,tasa,promedio
2024,04,Coquimbo,mora_vivienda,tasa,%,0.5846961381630076,% de la cartera de vivienda,tasa,promedio
2025,04,Coquimbo,mora_vivienda,tasa,%,0.864491762626676,% de la cartera de vivienda,tasa,promedio
2009,05,Valparaíso,mora_vivienda,tasa,%,1.9665552483150808,% de la cartera de vivienda,tasa,promedio
2010,05,Valparaíso,mora_vivienda,tasa,%,2.0004842374661616,% de la cartera de vivienda,tasa,promedio
2011,05,Valparaíso,mora_vivienda,tasa,%,1.8725615694447975,% de la cartera de vivienda,tasa,promedio
2012,05,Valparaíso,mora_vivienda,tasa,%,1.5362565197519717,% de la cartera de vivienda,tasa,promedio
2013,05,Valparaíso,mora_vivienda,tasa,%,1.1353245257610476,% de la cartera de vivienda,tasa,promedio
2014,05,Valparaíso,mora_vivienda,tasa,%,0.871870375312111,% de la cartera de vivienda,tasa,promedio
2015,05,Valparaíso,mora_vivienda,tasa,%,0.6573488926756128,% de la cartera de vivienda,tasa,promedio
2016,05,Valparaíso,mora_vivienda,tasa,%,0.5145927544613011,% de la cartera de vivienda,tasa,promedio
2017,05,Valparaíso,mora_vivienda,tasa,%,0.45552731359453386,% de la cartera de vivienda,tasa,promedio
2018,05,Valparaíso,mora_vivienda,tasa,%,0.4943233855463822,% de la cartera de vivienda,tasa,promedio
2019,05,Valparaíso,mora_vivienda,tasa,%,0.5238851127981426,% de la cartera de vivienda,tasa,promedio
2020,05,Valparaíso,mora_vivienda,tasa,%,0.5516898522062091,% de la cartera de vivienda,tasa,promedio
2021,05,Valparaíso,mora_vivienda,tasa,%,0.48614369678058494,% de la cartera de vivienda,tasa,promedio
2022,05,Valparaíso,mora_vivienda,tasa,%,0.31656703791691115,% de la cartera de vivienda,tasa,promedio
2023,05,Valparaíso,mora_vivienda,tasa,%,0.30505574499030946,% de la cartera de vivienda,tasa,promedio
2024,05,Valparaíso,mora_vivienda,tasa,%,0.38577778890365977,% de la cartera de vivienda,tasa,promedio
2025,05,Valparaíso,mora_vivienda,tasa,%,0.5518143378018429,% de la cartera de vivienda,tasa,promedio
2009,06,O'Higgins,mora_vivienda,tasa,%,3.0943535812606053,% de la cartera de vivienda,tasa,promedio
2010,06,O'Higgins,mora_vivienda,tasa,%,3.3401731796897742,% de la cartera de vivienda,tasa,promedio
2011,06,O'Higgins,mora_vivienda,tasa,%,3.4420193708010878,% de la cartera de vivienda,tasa,promedio
2012,06,O'Higgins,mora_vivienda,tasa,%,2.9547028518250156,% de la cartera de vivienda,tasa,promedio
2013,06,O'Higgins,mora_vivienda,tasa,%,1.8114767329055625,% de la cartera de vivienda,tasa,promedio
2014,06,O'Higgins,mora_vivienda,tasa,%,1.2096703933512192,% de la cartera de vivienda,tasa,promedio
2015,06,O'Higgins,mora_vivienda,tasa,%,0.8617879533780588,% de la cartera de vivienda,tasa,promedio
2016,06,O'Higgins,mora_vivienda,tasa,%,0.7217618995742447,% de la cartera de vivienda,tasa,promedio
2017,06,O'Higgins,mora_vivienda,tasa,%,0.6721764446302462,% de la cartera de vivienda,tasa,promedio
2018,06,O'Higgins,mora_vivienda,tasa,%,0.7129183718929527,% de la cartera de vivienda,tasa,promedio
2019,06,O'Higgins,mora_vivienda,tasa,%,0.6246790622842223,% de la cartera de vivienda,tasa,promedio
2020,06,O'Higgins,mora_vivienda,tasa,%,0.6274623694805187,% de la cartera de vivienda,tasa,promedio
2021,06,O'Higgins,mora_vivienda,tasa,%,0.5349435302200763,% de la cartera de vivienda,tasa,promedio
2022,06,O'Higgins,mora_vivienda,tasa,%,0.36566271556565444,% de la cartera de vivienda,tasa,promedio
2023,06,O'Higgins,mora_vivienda,tasa,%,0.35995171957952427,% de la cartera de vivienda,tasa,promedio
2024,06,O'Higgins,mora_vivienda,tasa,%,0.4867705993231409,% de la cartera de vivienda,tasa,promedio
2025,06,O'Higgins,mora_vivienda,tasa,%,0.5830572231804411,% de la cartera de vivienda,tasa,promedio
2009,07,Maule,mora_vivienda,tasa,%,2.6782728693908626,% de la cartera de vivienda,tasa,promedio
2010,07,Maule,mora_vivienda,tasa,%,2.890742232758475,% de la cartera de vivienda,tasa,promedio
2011,07,Maule,mora_vivienda,tasa,%,2.8632111616439406,% de la cartera de vivienda,tasa,promedio
2012,07,Maule,mora_vivienda,tasa,%,3.1157569692119433,% de la cartera de vivienda,tasa,promedio
2013,07,Maule,mora_vivienda,tasa,%,1.7107686064304592,% de la cartera de vivienda,tasa,promedio
2014,07,Maule,mora_vivienda,tasa,%,1.2045844740116225,% de la cartera de vivienda,tasa,promedio
2015,07,Maule,mora_vivienda,tasa,%,0.9210327135368258,% de la cartera de vivienda,tasa,promedio
2016,07,Maule,mora_vivienda,tasa,%,0.7306016322079479,% de la cartera de vivienda,tasa,promedio
2017,07,Maule,mora_vivienda,tasa,%,0.6616720384868411,% de la cartera de vivienda,tasa,promedio
2018,07,Maule,mora_vivienda,tasa,%,0.8402762541317538,% de la cartera de vivienda,tasa,promedio
2019,07,Maule,mora_vivienda,tasa,%,0.8322214285851289,% de la cartera de vivienda,tasa,promedio
2020,07,Maule,mora_vivienda,tasa,%,0.7589234999522271,% de la cartera de vivienda,tasa,promedio
2021,07,Maule,mora_vivienda,tasa,%,0.5622839025861579,% de la cartera de vivienda,tasa,promedio
2022,07,Maule,mora_vivienda,tasa,%,0.3866841437383031,% de la cartera de vivienda,tasa,promedio
2023,07,Maule,mora_vivienda,tasa,%,0.3885961954349626,% de la cartera de vivienda,tasa,promedio
2024,07,Maule,mora_vivienda,tasa,%,0.490036598516697,% de la cartera de vivienda,tasa,promedio
2025,07,Maule,mora_vivienda,tasa,%,0.6070513728423418,% de la cartera de vivienda,tasa,promedio
2009,08,Biobío,mora_vivienda,tasa,%,1.8256666714169734,% de la cartera de vivienda,tasa,promedio
2010,08,Biobío,mora_vivienda,tasa,%,2.2339625507405607,% de la cartera de vivienda,tasa,promedio
2011,08,Biobío,mora_vivienda,tasa,%,2.2619607179914425,% de la cartera de vivienda,tasa,promedio
2012,08,Biobío,mora_vivienda,tasa,%,1.7666691477018501,% de la cartera de vivienda,tasa,promedio
2013,08,Biobío,mora_vivienda,tasa,%,1.16865679470216,% de la cartera de vivienda,tasa,promedio
2014,08,Biobío,mora_vivienda,tasa,%,0.9530824310865623,% de la cartera de vivienda,tasa,promedio
2015,08,Biobío,mora_vivienda,tasa,%,0.7161559572563027,% de la cartera de vivienda,tasa,promedio
2016,08,Biobío,mora_vivienda,tasa,%,0.552755229751308,% de la cartera de vivienda,tasa,promedio
2017,08,Biobío,mora_vivienda,tasa,%,0.4902100161730036,% de la cartera de vivienda,tasa,promedio
2018,08,Biobío,mora_vivienda,tasa,%,0.5791758182747707,% de la cartera de vivienda,tasa,promedio
2019,08,Biobío,mora_vivienda,tasa,%,0.5814833589677437,% de la cartera de vivienda,tasa,promedio
2020,08,Biobío,mora_vivienda,tasa,%,0.536439731770766,% de la cartera de vivienda,tasa,promedio
2021,08,Biobío,mora_vivienda,tasa,%,0.40013925966698527,% de la cartera de vivienda,tasa,promedio
2022,08,Biobío,mora_vivienda,tasa,%,0.2524187201177098,% de la cartera de vivienda,tasa,promedio
2023,08,Biobío,mora_vivienda,tasa,%,0.25479422305632615,% de la cartera de vivienda,tasa,promedio
2024,08,Biobío,mora_vivienda,tasa,%,0.3129303318836844,% de la cartera de vivienda,tasa,promedio
2025,08,Biobío,mora_vivienda,tasa,%,0.41139944735800515,% de la cartera de vivienda,tasa,promedio
2009,09,La Araucanía,mora_vivienda,tasa,%,2.328175367981601,% de la cartera de vivienda,tasa,promedio
2010,09,La Araucanía,mora_vivienda,tasa,%,2.8031338923039733,% de la cartera de vivienda,tasa,promedio
2011,09,La Araucanía,mora_vivienda,tasa,%,3.153553814559279,% de la cartera de vivienda,tasa,promedio
2012,09,La Araucanía,mora_vivienda,tasa,%,2.4431348556267616,% de la cartera de vivienda,tasa,promedio
2013,09,La Araucanía,mora_vivienda,tasa,%,1.73070759747159,% de la cartera de vivienda,tasa,promedio
2014,09,La Araucanía,mora_vivienda,tasa,%,1.3933021691101226,% de la cartera de vivienda,tasa,promedio
2015,09,La Araucanía,mora_vivienda,tasa,%,0.9712034138707462,% de la cartera de vivienda,tasa,promedio
2016,09,La Araucanía,mora_vivienda,tasa,%,0.7207492888006019,% de la cartera de vivienda,tasa,promedio
2017,09,La Araucanía,mora_vivienda,tasa,%,0.6037351439987734,% de la cartera de vivienda,tasa,promedio
2018,09,La Araucanía,mora_vivienda,tasa,%,0.6299593719558124,% de la cartera de vivienda,tasa,promedio
2019,09,La Araucanía,mora_vivienda,tasa,%,0.591402382030855,% de la cartera de vivienda,tasa,promedio
2020,09,La Araucanía,mora_vivienda,tasa,%,0.5692854331837619,% de la cartera de vivienda,tasa,promedio
2021,09,La Araucanía,mora_vivienda,tasa,%,0.36833323958050945,% de la cartera de vivienda,tasa,promedio
2022,09,La Araucanía,mora_vivienda,tasa,%,0.2245063620054434,% de la cartera de vivienda,tasa,promedio
2023,09,La Araucanía,mora_vivienda,tasa,%,0.23569125240346592,% de la cartera de vivienda,tasa,promedio
2024,09,La Araucanía,mora_vivienda,tasa,%,0.30316993197223624,% de la cartera de vivienda,tasa,promedio
2025,09,La Araucanía,mora_vivienda,tasa,%,0.42563278268456345,% de la cartera de vivienda,tasa,promedio
2009,10,Los Lagos,mora_vivienda,tasa,%,1.9979338092813865,% de la cartera de vivienda,tasa,promedio
2010,10,Los Lagos,mora_vivienda,tasa,%,2.8269577494481593,% de la cartera de vivienda,tasa,promedio
2011,10,Los Lagos,mora_vivienda,tasa,%,3.8646140148411043,% de la cartera de vivienda,tasa,promedio
2012,10,Los Lagos,mora_vivienda,tasa,%,3.3627857686267593,% de la cartera de vivienda,tasa,promedio
2013,10,Los Lagos,mora_vivienda,tasa,%,2.5835025881137907,% de la cartera de vivienda,tasa,promedio
2014,10,Los Lagos,mora_vivienda,tasa,%,1.9906429091022702,% de la cartera de vivienda,tasa,promedio
2015,10,Los Lagos,mora_vivienda,tasa,%,1.2269074295723696,% de la cartera de vivienda,tasa,promedio
2016,10,Los Lagos,mora_vivienda,tasa,%,0.8504557573593993,% de la cartera de vivienda,tasa,promedio
2017,10,Los Lagos,mora_vivienda,tasa,%,0.7142409720675146,% de la cartera de vivienda,tasa,promedio
2018,10,Los Lagos,mora_vivienda,tasa,%,0.7154305304562877,% de la cartera de vivienda,tasa,promedio
2019,10,Los Lagos,mora_vivienda,tasa,%,0.6590288840604319,% de la cartera de vivienda,tasa,promedio
2020,10,Los Lagos,mora_vivienda,tasa,%,0.6196568890870514,% de la cartera de vivienda,tasa,promedio
2021,10,Los Lagos,mora_vivienda,tasa,%,0.48392833466414437,% de la cartera de vivienda,tasa,promedio
2022,10,Los Lagos,mora_vivienda,tasa,%,0.3470034380011781,% de la cartera de vivienda,tasa,promedio
2023,10,Los Lagos,mora_vivienda,tasa,%,0.3476309840157103,% de la cartera de vivienda,tasa,promedio
2024,10,Los Lagos,mora_vivienda,tasa,%,0.45773474611600234,% de la cartera de vivienda,tasa,promedio
2025,10,Los Lagos,mora_vivienda,tasa,%,0.646312620762428,% de la cartera de vivienda,tasa,promedio
2009,11,Aysén,mora_vivienda,tasa,%,1.754661208992476,% de la cartera de vivienda,tasa,promedio
2010,11,Aysén,mora_vivienda,tasa,%,1.433290437153886,% de la cartera de vivienda,tasa,promedio
2011,11,Aysén,mora_vivienda,tasa,%,0.7598855791607032,% de la cartera de vivienda,tasa,promedio
2012,11,Aysén,mora_vivienda,tasa,%,0.7935509689912873,% de la cartera de vivienda,tasa,promedio
2013,11,Aysén,mora_vivienda,tasa,%,1.1944588559042693,% de la cartera de vivienda,tasa,promedio
2014,11,Aysén,mora_vivienda,tasa,%,1.0633552176298646,% de la cartera de vivienda,tasa,promedio
2015,11,Aysén,mora_vivienda,tasa,%,0.7564146897786769,% de la cartera de vivienda,tasa,promedio
2016,11,Aysén,mora_vivienda,tasa,%,0.48469246698639284,% de la cartera de vivienda,tasa,promedio
2017,11,Aysén,mora_vivienda,tasa,%,0.212185143599808,% de la cartera de vivienda,tasa,promedio
2018,11,Aysén,mora_vivienda,tasa,%,0.22628746084512574,% de la cartera de vivienda,tasa,promedio
2019,11,Aysén,mora_vivienda,tasa,%,0.29655577694355667,% de la cartera de vivienda,tasa,promedio
2020,11,Aysén,mora_vivienda,tasa,%,0.3301748699747094,% de la cartera de vivienda,tasa,promedio
2021,11,Aysén,mora_vivienda,tasa,%,0.32847552825409315,% de la cartera de vivienda,tasa,promedio
2022,11,Aysén,mora_vivienda,tasa,%,0.2620925320956535,% de la cartera de vivienda,tasa,promedio
2023,11,Aysén,mora_vivienda,tasa,%,0.3137974443496161,% de la cartera de vivienda,tasa,promedio
2024,11,Aysén,mora_vivienda,tasa,%,0.5016444313712406,% de la cartera de vivienda,tasa,promedio
2025,11,Aysén,mora_vivienda,tasa,%,0.6527635939891733,% de la cartera de vivienda,tasa,promedio
2009,12,Magallanes,mora_vivienda,tasa,%,1.1292910662182372,% de la cartera de vivienda,tasa,promedio
2010,12,Magallanes,mora_vivienda,tasa,%,1.709340619803396,% de la cartera de vivienda,tasa,promedio
2011,12,Magallanes,mora_vivienda,tasa,%,2.0056714334120573,% de la cartera de vivienda,tasa,promedio
2012,12,Magallanes,mora_vivienda,tasa,%,1.7017305035994583,% de la cartera de vivienda,tasa,promedio
2013,12,Magallanes,mora_vivienda,tasa,%,1.6396356851930982,% de la cartera de vivienda,tasa,promedio
2014,12,Magallanes,mora_vivienda,tasa,%,1.3025477323638668,% de la cartera de vivienda,tasa,promedio
2015,12,Magallanes,mora_vivienda,tasa,%,0.8411912426565422,% de la cartera de vivienda,tasa,promedio
2016,12,Magallanes,mora_vivienda,tasa,%,0.5931984100625215,% de la cartera de vivienda,tasa,promedio
2017,12,Magallanes,mora_vivienda,tasa,%,0.4281473136405803,% de la cartera de vivienda,tasa,promedio
2018,12,Magallanes,mora_vivienda,tasa,%,0.32752190647751483,% de la cartera de vivienda,tasa,promedio
2019,12,Magallanes,mora_vivienda,tasa,%,0.3565886583511493,% de la cartera de vivienda,tasa,promedio
2020,12,Magallanes,mora_vivienda,tasa,%,0.36534574312794393,% de la cartera de vivienda,tasa,promedio
2021,12,Magallanes,mora_vivienda,tasa,%,0.37997390850440343,% de la cartera de vivienda,tasa,promedio
2022,12,Magallanes,mora_vivienda,tasa,%,0.2989307974211431,% de la cartera de vivienda,tasa,promedio
2023,12,Magallanes,mora_vivienda,tasa,%,0.2840579271477531,% de la cartera de vivienda,tasa,promedio
2024,12,Magallanes,mora_vivienda,tasa,%,0.3580422943890382,% de la cartera de vivienda,tasa,promedio
2025,12,Magallanes,mora_vivienda,tasa,%,0.4389818999693616,% de la cartera de vivienda,tasa,promedio
2009,13,Metropolitana de Santiago,mora_vivienda,tasa,%,1.886930166963545,% de la cartera de vivienda,tasa,promedio
2010,13,Metropolitana de Santiago,mora_vivienda,tasa,%,1.9641569672771482,% de la cartera de vivienda,tasa,promedio
2011,13,Metropolitana de Santiago,mora_vivienda,tasa,%,2.010764879174156,% de la cartera de vivienda,tasa,promedio
2012,13,Metropolitana de Santiago,mora_vivienda,tasa,%,1.6825210375812765,% de la cartera de vivienda,tasa,promedio
2013,13,Metropolitana de Santiago,mora_vivienda,tasa,%,1.2740001980777367,% de la cartera de vivienda,tasa,promedio
2014,13,Metropolitana de Santiago,mora_vivienda,tasa,%,1.0768723478957216,% de la cartera de vivienda,tasa,promedio
2015,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.9251914405672969,% de la cartera de vivienda,tasa,promedio
2016,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.7246115854675931,% de la cartera de vivienda,tasa,promedio
2017,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.5865128122639826,% de la cartera de vivienda,tasa,promedio
2018,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.5907651974555599,% de la cartera de vivienda,tasa,promedio
2019,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.5600360749481442,% de la cartera de vivienda,tasa,promedio
2020,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.5613238940862527,% de la cartera de vivienda,tasa,promedio
2021,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.4392419668954444,% de la cartera de vivienda,tasa,promedio
2022,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.2912477688730281,% de la cartera de vivienda,tasa,promedio
2023,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.2701414459514193,% de la cartera de vivienda,tasa,promedio
2024,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.3737486991084796,% de la cartera de vivienda,tasa,promedio
2025,13,Metropolitana de Santiago,mora_vivienda,tasa,%,0.5183844444100463,% de la cartera de vivienda,tasa,promedio
2009,14,Los Ríos,mora_vivienda,tasa,%,1.1478625026586313,% de la cartera de vivienda,tasa,promedio
2010,14,Los Ríos,mora_vivienda,tasa,%,1.2585835480221574,% de la cartera de vivienda,tasa,promedio
2011,14,Los Ríos,mora_vivienda,tasa,%,1.532066527705429,% de la cartera de vivienda,tasa,promedio
2012,14,Los Ríos,mora_vivienda,tasa,%,1.3219906389976799,% de la cartera de vivienda,tasa,promedio
2013,14,Los Ríos,mora_vivienda,tasa,%,0.9121079208400428,% de la cartera de vivienda,tasa,promedio
2014,14,Los Ríos,mora_vivienda,tasa,%,0.688643301114638,% de la cartera de vivienda,tasa,promedio
2015,14,Los Ríos,mora_vivienda,tasa,%,0.454467218237959,% de la cartera de vivienda,tasa,promedio
2016,14,Los Ríos,mora_vivienda,tasa,%,0.3870307606564117,% de la cartera de vivienda,tasa,promedio
2017,14,Los Ríos,mora_vivienda,tasa,%,0.3542831724245729,% de la cartera de vivienda,tasa,promedio
2018,14,Los Ríos,mora_vivienda,tasa,%,0.4558964510458065,% de la cartera de vivienda,tasa,promedio
2019,14,Los Ríos,mora_vivienda,tasa,%,0.442219685788477,% de la cartera de vivienda,tasa,promedio
2020,14,Los Ríos,mora_vivienda,tasa,%,0.39374687816904336,% de la cartera de vivienda,tasa,promedio
2021,14,Los Ríos,mora_vivienda,tasa,%,0.32210615417014066,% de la cartera de vivienda,tasa,promedio
2022,14,Los Ríos,mora_vivienda,tasa,%,0.22307634061683335,% de la cartera de vivienda,tasa,promedio
2023,14,Los Ríos,mora_vivienda,tasa,%,0.20718181620331752,% de la cartera de vivienda,tasa,promedio
2024,14,Los Ríos,mora_vivienda,tasa,%,0.311573584839693,% de la cartera de vivienda,tasa,promedio
2025,14,Los Ríos,mora_vivienda,tasa,%,0.3845638540577809,% de la cartera de vivienda,tasa,promedio
2009,15,Arica y Parinacota,mora_vivienda,tasa,%,1.910834248286615,% de la cartera de vivienda,tasa,promedio
2010,15,Arica y Parinacota,mora_vivienda,tasa,%,2.3942205808964507,% de la cartera de vivienda,tasa,promedio
2011,15,Arica y Parinacota,mora_vivienda,tasa,%,2.7091181194794167,% de la cartera de vivienda,tasa,promedio
2012,15,Arica y Parinacota,mora_vivienda,tasa,%,2.088057537507282,% de la cartera de vivienda,tasa,promedio
2013,15,Arica y Parinacota,mora_vivienda,tasa,%,1.7336554215207407,% de la cartera de vivienda,tasa,promedio
2014,15,Arica y Parinacota,mora_vivienda,tasa,%,1.1140419690204193,% de la cartera de vivienda,tasa,promedio
2015,15,Arica y Parinacota,mora_vivienda,tasa,%,0.7927016490560531,% de la cartera de vivienda,tasa,promedio
2016,15,Arica y Parinacota,mora_vivienda,tasa,%,0.5415078961967549,% de la cartera de vivienda,tasa,promedio
2017,15,Arica y Parinacota,mora_vivienda,tasa,%,0.4542142938923927,% de la cartera de vivienda,tasa,promedio
2018,15,Arica y Parinacota,mora_vivienda,tasa,%,0.4573049656436586,% de la cartera de vivienda,tasa,promedio
2019,15,Arica y Parinacota,mora_vivienda,tasa,%,0.3896379602962498,% de la cartera de vivienda,tasa,promedio
2020,15,Arica y Parinacota,mora_vivienda,tasa,%,0.3298422216966365,% de la cartera de vivienda,tasa,promedio
2021,15,Arica y Parinacota,mora_vivienda,tasa,%,0.3098036900858778,% de la cartera de vivienda,tasa,promedio
2022,15,Arica y Parinacota,mora_vivienda,tasa,%,0.17819016836182025,% de la cartera de vivienda,tasa,promedio
2023,15,Arica y Parinacota,mora_vivienda,tasa,%,0.20109692153049666,% de la cartera de vivienda,tasa,promedio
2024,15,Arica y Parinacota,mora_vivienda,tasa,%,0.3871107788070256,% de la cartera de vivienda,tasa,promedio
2025,15,Arica y Parinacota,mora_vivienda,tasa,%,0.5903984136150094,% de la cartera de vivienda,tasa,promedio
2018,16,Ñuble,mora_vivienda,tasa,%,0.5625555082380247,% de la cartera de vivienda,tasa,promedio
2019,16,Ñuble,mora_vivienda,tasa,%,0.5013098053899788,% de la cartera de vivienda,tasa,promedio
2020,16,Ñuble,mora_vivienda,tasa,%,0.4489028605708232,% de la cartera de vivienda,tasa,promedio
2021,16,Ñuble,mora_vivienda,tasa,%,0.27502776907788273,% de la cartera de vivienda,tasa,promedio
2022,16,Ñuble,mora_vivienda,tasa,%,0.18623476141440623,% de la cartera de vivienda,tasa,promedio
2023,16,Ñuble,mora_vivienda,tasa,%,0.2104714843199571,% de la cartera de vivienda,tasa,promedio
2024,16,Ñuble,mora_vivienda,tasa,%,0.29389806400252,% de la cartera de vivienda,tasa,promedio
2025,16,Ñuble,mora_vivienda,tasa,%,0.4189090444283592,% de la cartera de vivienda,tasa,promedio
2009,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1241958.00559611,pesos nominales por cuenta,dinero,promedio
2010,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1485969.862422511,pesos nominales por cuenta,dinero,promedio
2011,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1614342.1937826567,pesos nominales por cuenta,dinero,promedio
2012,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1696955.1107219616,pesos nominales por cuenta,dinero,promedio
