CAPÍTULO,NOMBRE CUADRO,CÓDIGO,NOMBRE DE LA SERIE,Frecuencia,Region_Id,Region_Name,Sector_Id,Sector_Name,Dominio,Unidad_Medida
Regionales,"PIB por actividad económica, Región de Magallanes y de la Antártica Chilena, volumen a precios del año anterior encadenado, series empalmadas, referencia 2018 (miles de millones de pesos encadenados)",F035.PIB.FLU.R.CLP.2018.COM.Z.Z.12.0.A,Comercio,A,12,Magallanes,COM,Comercio,Cuentas Nacionales (PIB y Consumo),Pesos Chilenos (CLP)
Regionales,"PIB por actividad económica, Región de Magallanes y de la Antártica Chilena, volumen a precios del año anterior encadenado, series empalmadas, referencia 2018 (miles de millones de pesos encadenados)",F035.PIB.FLU.R.CLP.2018.RH.Z.Z.12.0.A,Restaurantes y hoteles,A,12,Magallanes,RH,Restaurantes y hoteles,Cuentas Nacionales (PIB y Consumo),Pesos Chilenos (CLP)
Regionales,"PIB por actividad económica, Región de Magallanes y de la Antártica Chilena, volumen a precios del año anterior encadenado, series empalmadas, referencia 2018 (miles de millones de pesos encadenados)",F035.PIB.FLU.R.CLP.2018.08.Z.Z.12.0.A,"Transporte, información y comunicaciones",A,12,Magallanes,08,"Transporte, información y comunicaciones",Cuentas Nacionales (PIB y Consumo),Pesos Chilenos (CLP)
Regionales,"PIB por actividad económica, Región de Magallanes y de la Antártica Chilena, volumen a precios del año anterior encadenado, series empalmadas, referencia 2018 (miles de millones de pesos encadenados)",F035.PIB.FLU.R.CLP.2018.09.21.Z.12.0.A,Servicios financieros y empresariales,A,12,Magallanes,09,Servicios financieros y empresariales,Finanzas y Sistema Financiero Regional,Pesos Chilenos (CLP)
Regionales,"PIB por actividad económica, Región de Magallanes y de la Antártica Chilena, volumen a precios del año anterior encadenado, series empalmadas, referencia 2018 (miles de millones de pesos encadenados)",F035.PIB.FLU.R.CLP.2018.10.Z.Z.12.0.A,Servicios de vivienda e inmobiliarios,A,12,Magallanes,10,Servicios de vivienda e inmobiliarios,Desarrollo Territorial y Uso de Suelo,Pesos Chilenos (CLP)
Regionales,"PIB por actividad económica, Región de Magallanes y de la Antártica Chilena, volumen a precios del año anterior encadenado, series empalmadas, referencia 2018 (miles de millones de pesos encadenados)",F035.PIB.FLU.R.CLP.2018.11.Z.Z.12.0.A,Servicios personales,A,12,Magallanes,11,Servicios personales,Cuentas Nacionales (PIB y Consumo),Pesos Chilenos (CLP)
Regionales,"PIB por actividad económica, Región de Magallanes y de la Antártica Chilena, volumen a precios del año anterior encadenado, series empalmadas, referencia 2018 (miles de millones de pesos encadenados)",F035.PIB.FLU.R.CLP.2018.12.Z.Z.12.0.A,Administración pública,A,12,Magallanes,12,Administración pública,Cuentas Nacionales (PIB y Consumo),Pesos Chilenos (CLP)
Regionales,"PIB por actividad económica, Región de Magallanes y de la Antártica Chilena, volumen a precios del año anterior encadenado, series empalmadas, referencia 2018 (miles de millones de pesos encadenados)",F035.PIB.FLU.R.CLP.2018.Z.Z.Z.12.0.A,Producto interno bruto,A,12,Magallanes,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),Pesos Chilenos (CLP)
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.15.0.A,Región de Arica y Parinacota,A,15,Arica y Parinacota,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.01.0.A,Región de Tarapacá,A,01,Tarapacá,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.02.0.A,Región de Antofagasta,A,02,Antofagasta,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.03.0.A,Región de Atacama,A,03,Atacama,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.04.0.A,Región de Coquimbo,A,04,Coquimbo,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.05.0.A,Región de Valparaíso,A,05,Valparaíso,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.13.0.A,Región Metropolitana de Santiago,A,13,Metropolitana de Santiago,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.06.0.A,Región del Libertador General Bernardo OHiggins,A,06,O'Higgins,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.07.0.A,Región del Maule,A,07,Maule,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.16.0.A,Región de Ñuble,A,16,Ñuble,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.08.0.A,Región del Biobío,A,08,Biobío,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.09.0.A,Región de La Araucanía,A,09,La Araucanía,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.14.0.A,Región de Los Ríos,A,14,Los Ríos,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.10.0.A,Región de Los Lagos,A,10,Los Lagos,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.11.0.A,Región de Aysén del General Carlos Ibáñez del Campo,A,11,Aysén,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.12.0.A,Región de Magallanes y de la Antártica Chilena,A,12,Magallanes,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PCF.V12.R.CLP.2018.Z.Z.Z.Z.0.A,Subtotal regionalizado,A,Nacional,Total Nacional,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.99.0.A,Extrarregional,A,Nacional,Total Nacional,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"Producto interno bruto por región, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.Z.Z.Z.Z.0.A,Producto Interno Bruto,A,Nacional,Total Nacional,Z,Total regional (sin desglose sectorial),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.01.Z.Z.15.0.A,Agropecuario-silvícola,A,15,Arica y Parinacota,01,Agropecuario-silvícola,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.02.04.Z.15.0.A,Pesca,A,15,Arica y Parinacota,02,Pesca,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.03.Z.Z.15.0.A,Minería,A,15,Arica y Parinacota,03,Minería,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.04.Z.Z.15.0.A,Industria manufacturera,A,15,Arica y Parinacota,04,Industria,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.05.Z.Z.15.0.A,"Electricidad, gas, agua y gestión de desechos",A,15,Arica y Parinacota,05,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.06.Z.Z.15.0.A,Construcción,A,15,Arica y Parinacota,06,Construcción,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.COM.Z.Z.15.0.A,Comercio,A,15,Arica y Parinacota,COM,Comercio,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.RH.Z.Z.15.0.A,Restaurantes y hoteles,A,15,Arica y Parinacota,RH,Restaurantes y hoteles,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.08.Z.Z.15.0.A,"Transporte, información y comunicaciones",A,15,Arica y Parinacota,08,"Transporte, información y comunicaciones",Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.09.21.Z.15.0.A,Servicios financieros y empresariales,A,15,Arica y Parinacota,09,Servicios financieros y empresariales,Finanzas y Sistema Financiero Regional,No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.10.Z.Z.15.0.A,Servicios de vivienda e inmobiliarios,A,15,Arica y Parinacota,10,Servicios de vivienda e inmobiliarios,Desarrollo Territorial y Uso de Suelo,No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.11.Z.Z.15.0.A,Servicios personales,A,15,Arica y Parinacota,11,Servicios personales,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.12.Z.Z.15.0.A,Administración pública,A,15,Arica y Parinacota,12,Administración pública,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región  de Arica y Parinacota, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.CONT.Z.Z.15.0.A,Producto Interno Bruto,A,15,Arica y Parinacota,CONT,PIB (contribución),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.01.21.Z.01.0.A,Agropecuario-silvícola,A,01,Tarapacá,01,Agropecuario-silvícola,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.02.04.Z.01.0.A,Pesca,A,01,Tarapacá,02,Pesca,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.03.21.Z.01.0.A,Minería,A,01,Tarapacá,03,Minería,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.04.21.Z.01.0.A,Industria manufacturera,A,01,Tarapacá,04,Industria,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.05.21.Z.01.0.A,"Electricidad, gas, agua y gestión de desechos",A,01,Tarapacá,05,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.06.21.Z.01.0.A,Construcción,A,01,Tarapacá,06,Construcción,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.COM.21.Z.01.0.A,Comercio,A,01,Tarapacá,COM,Comercio,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.RH.21.Z.01.0.A,Restaurantes y hoteles,A,01,Tarapacá,RH,Restaurantes y hoteles,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.08.Z.Z.01.0.A,"Transporte, información y comunicaciones",A,01,Tarapacá,08,"Transporte, información y comunicaciones",Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.09.21.Z.01.0.A,Servicios financieros y empresariales,A,01,Tarapacá,09,Servicios financieros y empresariales,Finanzas y Sistema Financiero Regional,No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.10.Z.Z.01.0.A,Servicios de vivienda e inmobiliarios,A,01,Tarapacá,10,Servicios de vivienda e inmobiliarios,Desarrollo Territorial y Uso de Suelo,No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.11.Z.Z.01.0.A,Servicios personales,A,01,Tarapacá,11,Servicios personales,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.12.Z.Z.01.0.A,Administración pública,A,01,Tarapacá,12,Administración pública,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Tarapacá, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.CONT.Z.Z.01.0.A,Producto Interno Bruto,A,01,Tarapacá,CONT,PIB (contribución),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.01.Z.Z.02.0.A,Agropecuario-silvícola,A,02,Antofagasta,01,Agropecuario-silvícola,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.02.04.Z.02.0.A,Pesca,A,02,Antofagasta,02,Pesca,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.03.Z.Z.02.0.A,Minería,A,02,Antofagasta,03,Minería,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.04.Z.Z.02.0.A,Industria manufacturera,A,02,Antofagasta,04,Industria,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.05.Z.Z.02.0.A,"Electricidad, gas, agua y gestión de desechos",A,02,Antofagasta,05,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.06.Z.Z.02.0.A,Construcción,A,02,Antofagasta,06,Construcción,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.COM.Z.Z.02.0.A,Comercio,A,02,Antofagasta,COM,Comercio,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.RH.Z.Z.02.0.A,Restaurantes y hoteles,A,02,Antofagasta,RH,Restaurantes y hoteles,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.08.Z.Z.02.0.A,"Transporte, información y comunicaciones",A,02,Antofagasta,08,"Transporte, información y comunicaciones",Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.09.21.Z.02.0.A,Servicios financieros y empresariales,A,02,Antofagasta,09,Servicios financieros y empresariales,Finanzas y Sistema Financiero Regional,No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.10.Z.Z.02.0.A,Servicios de vivienda e inmobiliarios,A,02,Antofagasta,10,Servicios de vivienda e inmobiliarios,Desarrollo Territorial y Uso de Suelo,No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.11.Z.Z.02.0.A,Servicios personales,A,02,Antofagasta,11,Servicios personales,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.12.Z.Z.02.0.A,Administración pública,A,02,Antofagasta,12,Administración pública,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Antofagasta, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.CONT.Z.Z.02.0.A,Producto Interno Bruto,A,02,Antofagasta,CONT,PIB (contribución),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.01.Z.Z.03.0.A,Agropecuario-silvícola,A,03,Atacama,01,Agropecuario-silvícola,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.02.04.Z.03.0.A,Pesca,A,03,Atacama,02,Pesca,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.03.Z.Z.03.0.A,Minería,A,03,Atacama,03,Minería,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.04.Z.Z.03.0.A,Industria manufacturera,A,03,Atacama,04,Industria,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.05.Z.Z.03.0.A,"Electricidad, gas, agua y gestión de desechos",A,03,Atacama,05,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.06.Z.Z.03.0.A,Construcción,A,03,Atacama,06,Construcción,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.COM.Z.Z.03.0.A,Comercio,A,03,Atacama,COM,Comercio,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.RH.Z.Z.03.0.A,Restaurantes y hoteles,A,03,Atacama,RH,Restaurantes y hoteles,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.08.Z.Z.03.0.A,"Transporte, información y comunicaciones",A,03,Atacama,08,"Transporte, información y comunicaciones",Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.09.21.Z.03.0.A,Servicios financieros y empresariales,A,03,Atacama,09,Servicios financieros y empresariales,Finanzas y Sistema Financiero Regional,No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.10.Z.Z.03.0.A,Servicios de vivienda e inmobiliarios,A,03,Atacama,10,Servicios de vivienda e inmobiliarios,Desarrollo Territorial y Uso de Suelo,No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.11.Z.Z.03.0.A,Servicios personales,A,03,Atacama,11,Servicios personales,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.12.Z.Z.03.0.A,Administración pública,A,03,Atacama,12,Administración pública,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Atacama, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.CONT.Z.Z.03.0.A,Producto Interno Bruto,A,03,Atacama,CONT,PIB (contribución),Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Coquimbo, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.01.Z.Z.04.0.A,Agropecuario-silvícola,A,04,Coquimbo,01,Agropecuario-silvícola,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Coquimbo, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.02.04.Z.04.0.A,Pesca,A,04,Coquimbo,02,Pesca,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Coquimbo, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.03.Z.Z.04.0.A,Minería,A,04,Coquimbo,03,Minería,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Coquimbo, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.04.Z.Z.04.0.A,Industria manufacturera,A,04,Coquimbo,04,Industria,Cuentas Nacionales (PIB y Consumo),No Especificada
Regionales,"PIB por actividad económica, Región de Coquimbo, contribución porcentual respecto de igual periodo del año anterior, series empalmadas, referencia 2018",F035.PIB.V12.R.CLP.2018.05.Z.Z.04.0.A,"Electricidad, gas, agua y gestión de desechos",A,04,Coquimbo,05,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales (PIB y Consumo),No Especificada
